Method;LOC;CC;NP;NV;NEST;Ca;Ce;NChg;NCall
GreenshotPlugin.Core.Capture.MoveMouseLocation(Int32,Int32);1.0;1.0;2;0.0;0.0;1;0;2.0;0.0
GreenshotPlugin.Core.CaptureElement.CaptureElement(Rectangle);3.0;1.0;1;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.CaptureElement.CaptureElement(String);3.0;1.0;1;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.CaptureElement.CaptureElement(String,Rectangle);4.0;1.0;2;0.0;0.0;0;2;1.0;0.0
GreenshotPlugin.Core.CaptureElement.Equals(Object);6.0;5.0;1;6.0;2.0;0;1;2.0;0.0
GreenshotPlugin.Core.CaptureElement.GetHashCode();1.0;1.0;0;2.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.WindowCapture.WindowCapture();1.0;1.0;0;0.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.WindowCapture.GetScreenBounds();15.0;2.0;0;11.0;1.0;4;0;1.0;0.0
GreenshotPlugin.Core.WindowCapture.GetCursorLocationRelativeToScreenBounds();1.0;1.0;0;1.0;0.0;0;2;2.0;0.0
GreenshotPlugin.Core.WindowCapture.GetLocationRelativeToScreenBounds(Point);4.0;1.0;1;3.0;0.0;1;1;1.0;0.0
GreenshotPlugin.Core.WindowCapture.CaptureCursor(ICapture);20.0;7.0;1;15.0;5.0;0;10;2.0;0.0
GreenshotPlugin.Core.WindowCapture.CaptureScreen(ICapture);3.0;2.0;1;2.0;1.0;0;3;1.0;0.0
GreenshotPlugin.Core.WindowCapture.CreateCaptureException(String,Rectangle);5.0;2.0;2;3.0;1.0;1;1;1.0;0.0
GreenshotPlugin.Core.WindowCapture.IsDwmAllowed(Process);8.0;7.0;1;6.0;4.0;0;1;2.0;0.0
GreenshotPlugin.Core.WindowCapture.IsGdiAllowed(Process);8.0;7.0;1;6.0;4.0;1;1;2.0;0.0
GreenshotPlugin.Core.WindowCapture.CaptureRectangle(ICapture,Rectangle);11.0;6.0;2;5.0;2.0;1;7;1.0;0.0
GreenshotPlugin.Core.WindowCapture.CaptureRectangleFromDesktopScreen(ICapture,Rectangle);5.0;3.0;2;2.0;1.0;0;5;2.0;0.0
GreenshotPlugin.Core.WindowCapture.CaptureRectangle(Rectangle);65.0;15.0;1;41.0;4.0;3;14;4.0;0.0
GreenshotPlugin.Controls.BackgroundForm.BackgroundShowDialog();1.0;1.0;0;0.0;0.0;1;0;1.0;0.0
GreenshotPlugin.Controls.BackgroundForm.ShowAndWait(String,String);7.0;1.0;2;3.0;0.0;0;2;3.0;0.0
GreenshotPlugin.Controls.BackgroundForm.BackgroundForm(String,String);9.0;1.0;2;0.0;0.0;2;3;2.0;0.0
GreenshotPlugin.Controls.BackgroundForm.Show();12.0;4.0;0;8.0;2.0;1;0;1.0;0.0
GreenshotPlugin.Controls.BackgroundForm.PreventFormClose(Object,FormClosingEventArgs);2.0;2.0;2;1.0;1.0;1;0;2.0;0.0
GreenshotPlugin.Controls.BackgroundForm.Timer_checkforcloseTick(Object,EventArgs);4.0;3.0;2;1.0;1.0;1;0;2.0;0.0
GreenshotPlugin.Controls.BackgroundForm.CloseDialog();2.0;1.0;0;0.0;0.0;1;0;2.0;0.0
GreenshotPlugin.Controls.BackgroundForm.BackgroundFormFormClosing(Object,FormClosingEventArgs);1.0;1.0;2;0.0;0.0;1;0;1.0;0.0
GreenshotPlugin.Controls.BackgroundForm.Dispose(Boolean);4.0;3.0;1;2.0;2.0;0;0;1.0;0.0
GreenshotPlugin.Controls.BackgroundForm.InitializeComponent();34.0;1.0;0;0.0;0.0;1;2;1.0;0.0
GreenshotPlugin.Controls.GreenshotCheckBox.GreenshotCheckBox();1.0;1.0;0;0.0;0.0;3;0;1.0;0.0
GreenshotPlugin.Controls.GreenshotColumnSorter.GreenshotColumnSorter();4.0;1.0;0;0.0;0.0;0;0;2.0;0.0
GreenshotPlugin.Controls.GreenshotColumnSorter.Compare(Object,Object);14.0;7.0;2;9.0;1.0;0;0;3.0;0.0
GreenshotPlugin.Controls.GreenshotComboBox.GreenshotComboBox();6.0;2.0;0;0.0;1.0;0;1;1.0;0.0
GreenshotPlugin.Controls.GreenshotComboBox.SetValue(Enum);3.0;2.0;1;1.0;1.0;1;0;3.0;0.0
GreenshotPlugin.Controls.GreenshotComboBox.Populate(Type);8.0;2.0;1;4.0;2.0;1;0;3.0;0.0
GreenshotPlugin.Controls.GreenshotComboBox.StoreSelectedEnum();7.0;2.0;0;4.0;1.0;1;0;3.0;0.0
GreenshotPlugin.Controls.GreenshotComboBox.GetSelectedEnum();1.0;1.0;0;1.0;0.0;1;0;2.0;0.0
GreenshotPlugin.Controls.GreenshotForm.GreenshotForm();3.0;2.0;0;1.0;1.0;0;2;1.0;0.0
GreenshotPlugin.Controls.GreenshotForm.InitializeForDesigner();3.0;2.0;0;1.0;1.0;1;0;3.0;0.0
GreenshotPlugin.Controls.GreenshotForm.OnLoad(EventArgs);7.0;2.0;1;1.0;1.0;0;4;3.0;0.0
GreenshotPlugin.Controls.GreenshotForm.OnShown(EventArgs);3.0;2.0;1;1.0;1.0;0;2;1.0;0.0
GreenshotPlugin.Controls.GreenshotForm.OnClosed(EventArgs);5.0;4.0;1;2.0;2.0;0;2;2.0;0.0
GreenshotPlugin.Controls.GreenshotForm.ClearChangeNotifications();3.0;2.0;0;1.0;1.0;2;1;4.0;0.0
GreenshotPlugin.Controls.GreenshotForm.RegisterChangeNotifications();2.0;2.0;0;1.0;1.0;1;1;4.0;0.0
GreenshotPlugin.Controls.GreenshotForm.OnComponentAdded(Object,ComponentEventArgs);11.0;7.0;2;7.0;3.0;2;0;2.0;0.0
GreenshotPlugin.Controls.GreenshotForm.Dispose(Boolean);3.0;2.0;1;1.0;1.0;6;1;1.0;0.0
GreenshotPlugin.Controls.GreenshotForm.GetCachedFields(Type);5.0;2.0;1;3.0;1.0;2;0;1.0;0.0
GreenshotPlugin.Controls.GreenshotForm.FillFields();33.0;16.0;0;18.0;4.0;1;12;4.0;0.0
GreenshotPlugin.Controls.GreenshotForm.StoreFields();33.0;18.0;0;20.0;4.0;1;7;3.0;0.0
GreenshotPlugin.Controls.GreenshotRadioButton.GreenshotRadioButton();1.0;1.0;0;0.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Controls.GreenshotTextBox.GreenshotTextBox();1.0;1.0;0;0.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Controls.NonJumpingPanel.ScrollToControl(Control);1.0;1.0;1;2.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Controls.NonJumpingPanel.OnMouseWheel(MouseEventArgs);5.0;3.0;1;1.0;1.0;0;0;1.0;0.0
GreenshotPlugin.Controls.PleaseWaitForm.PleaseWaitForm();4.0;1.0;0;0.0;0.0;0;2;1.0;0.0
GreenshotPlugin.Controls.PleaseWaitForm.ShowAndWait(String,String,ThreadStart);24.0;6.0;3;3.0;2.0;0;3;2.0;0.0
GreenshotPlugin.Controls.PleaseWaitForm.CancelButtonClick(Object,EventArgs);3.0;1.0;2;0.0;0.0;1;1;1.0;0.0
GreenshotPlugin.Controls.PleaseWaitForm.Dispose(Boolean);4.0;3.0;1;2.0;2.0;0;0;2.0;0.0
GreenshotPlugin.Controls.PleaseWaitForm.InitializeComponent();40.0;1.0;0;0.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Controls.QualityDialog.QualityDialog(SurfaceOutputSettings);10.0;1.0;1;2.0;0.0;1;8;2.0;0.0
GreenshotPlugin.Controls.QualityDialog.Button_okClick(Object,EventArgs);7.0;2.0;2;1.0;1.0;1;6;1.0;0.0
GreenshotPlugin.Controls.QualityDialog.TrackBarJpegQualityScroll(Object,EventArgs);1.0;1.0;2;1.0;0.0;1;0;1.0;0.0
GreenshotPlugin.Controls.QualityDialog.Dispose(Boolean);4.0;3.0;1;2.0;2.0;0;1;2.0;0.0
GreenshotPlugin.Controls.QualityDialog.InitializeComponent();69.0;1.0;0;0.0;0.0;1;9;2.0;0.0
GreenshotPlugin.Controls.QualityDialog.QualityDialog();1.0;1.0;0;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.Dispose();2.0;1.0;0;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.Dispose(Boolean);4.0;3.0;1;2.0;2.0;1;0;2.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.SaveImageFileDialog();3.0;1.0;0;0.0;0.0;0;1;2.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.SaveImageFileDialog(ICaptureDetails);4.0;1.0;1;0.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.Init();15.0;5.0;0;3.0;1.0;2;3;2.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.ApplyFilterOptions();14.0;3.0;0;7.0;2.0;1;1;3.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.PrepareFilterOptions();10.0;3.0;0;6.0;2.0;1;1;2.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.ShowDialog();3.0;1.0;0;2.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.ApplySuggestedValues();1.0;1.0;0;0.0;0.0;1;2;2.0;0.0
GreenshotPlugin.Controls.SaveImageFileDialog.CleanUp();6.0;5.0;0;2.0;2.0;1;1;2.0;0.0
Greenshot.AboutForm.AboutForm();5.0;1.0;0;0.0;0.0;1;2;3.0;0.0
Greenshot.AboutForm.LinkLabelClicked(Object,LinkLabelLinkClickedEventArgs);6.0;3.0;2;2.0;2.0;1;0;1.0;0.0
Greenshot.AboutForm.Dispose(Boolean);4.0;3.0;1;2.0;2.0;0;0;1.0;0.0
Greenshot.AboutForm.InitializeComponent();122.0;1.0;0;0.0;0.0;1;3;5.0;0.0
Greenshot.EditorSettingsForm.EditorSettingsForm();5.0;1.0;0;0.0;0.0;1;3;1.0;0.0
Greenshot.EditorSettingsForm.LoadSettings();5.0;1.0;0;1.0;0.0;1;1;4.0;0.0
Greenshot.EditorSettingsForm.SaveSettings();5.0;1.0;0;0.0;0.0;1;1;3.0;0.0
Greenshot.EditorSettingsForm.btnOK_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;0.0
Greenshot.EditorSettingsForm.Dispose(Boolean);3.0;3.0;1;1.0;1.0;0;0;1.0;0.0
Greenshot.EditorSettingsForm.InitializeComponent();93.0;1.0;0;0.0;0.0;1;1;5.0;0.0
Greenshot.ImageEditorForm.ImageEditorForm(ISurface,Boolean);38.0;11.0;2;4.0;1.0;1;19;4.0;0.0
Greenshot.ImageEditorForm.RemoveSurface();4.0;2.0;0;1.0;1.0;1;0;2.0;0.0
Greenshot.ImageEditorForm.SetSurface(ISurface);23.0;9.0;1;4.0;3.0;1;26;5.0;0.0
Greenshot.ImageEditorForm.UpdateUi();8.0;1.0;0;0.0;0.0;1;5;6.0;0.0
Greenshot.ImageEditorForm.PropertiesToolStrip_Paint(Object,PaintEventArgs);11.0;6.0;2;10.0;2.0;1;0;2.0;0.0
Greenshot.ImageEditorForm.ClearItems(ToolStripItemCollection);8.0;4.0;1;5.0;2.0;0;0;1.0;0.0
Greenshot.ImageEditorForm.SurfaceMessageReceived(Object,SurfaceMessageEventArgs);7.0;7.0;2;5.0;2.0;1;5;3.0;0.0
Greenshot.ImageEditorForm.SurfaceSizeChanged(Object,EventArgs);11.0;2.0;2;9.0;1.0;1;5;3.0;0.0
Greenshot.ImageEditorForm.ReloadConfiguration(Object,FileSystemEventArgs);3.0;5.0;2;0.0;1.0;0;3;3.0;0.0
Greenshot.ImageEditorForm.SetTitle(String);6.0;2.0;1;3.0;1.0;4;2;1.0;0.0
Greenshot.ImageEditorForm.UpdateTitle();1.0;1.0;0;0.0;0.0;1;1;1.0;0.0
Greenshot.ImageEditorForm.SetImagePath(String);7.0;5.0;1;3.0;2.0;2;3;5.0;0.0
Greenshot.ImageEditorForm.surface_DrawingModeChanged(Object,SurfaceDrawingModeEventArgs);25.0;13.0;2;2.0;1.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.GetImageForExport();1.0;1.0;0;1.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.GetPluginMenuItem();1.0;1.0;0;1.0;0.0;0;0;1.0;0.0
Greenshot.ImageEditorForm.GetFileMenuItem();1.0;1.0;0;1.0;0.0;0;0;1.0;0.0
Greenshot.ImageEditorForm.BtnEllipseClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.BtnCursorClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.BtnRectClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.BtnTextClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.BtnSpeechBubbleClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;3.0;0.0
Greenshot.ImageEditorForm.BtnStepLabelClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;3.0;0.0
Greenshot.ImageEditorForm.BtnLineClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.BtnArrowClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.BtnCropClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.BtnHighlightClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.BtnObfuscateClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.BtnFreehandClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.SetButtonChecked(ToolStripButton);2.0;1.0;1;0.0;0.0;1;1;1.0;0.0
Greenshot.ImageEditorForm.UncheckAllToolButtons();6.0;3.0;0;4.0;2.0;1;0;2.0;0.0
Greenshot.ImageEditorForm.RemoveObjectToolStripMenuItemClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.clearToolStripMenuItem_Click(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.CutToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.CopyToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.PasteToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.UndoToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.RedoToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;2;2.0;0.0
Greenshot.ImageEditorForm.DuplicateToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.UpOneLevelToolStripMenuItemClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.DownOneLevelToolStripMenuItemClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.UpToTopToolStripMenuItemClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.DownToBottomToolStripMenuItemClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.ImageEditorFormActivated(Object,EventArgs);3.0;2.0;2;1.0;1.0;1;3;8.0;0.0
Greenshot.ImageEditorForm.ImageEditorFormFormClosing(Object,FormClosingEventArgs);18.0;9.0;2;7.0;4.0;1;8;7.0;0.0
Greenshot.ImageEditorForm.ImageEditorFormKeyDown(Object,KeyEventArgs);59.0;33.0;2;13.0;11.0;1;27;5.0;0.0
Greenshot.ImageEditorForm.PanelMouseWheel(Object,MouseEventArgs);1.0;1.0;2;0.0;0.0;1;0;1.0;0.0
Greenshot.ImageEditorForm.ProcessKeyPreview(Message);3.0;2.0;1;2.0;1.0;0;1;2.0;0.0
Greenshot.ImageEditorForm.ProcessCmdKey(Message,Keys);4.0;3.0;2;3.0;2.0;0;2;2.0;0.0
Greenshot.ImageEditorForm.UpdateUndoRedoSurfaceDependencies();14.0;2.0;0;5.0;1.0;15;2;5.0;0.0
Greenshot.ImageEditorForm.UpdateClipboardSurfaceDependencies();14.0;6.0;0;4.0;1.0;7;3;4.0;0.0
Greenshot.ImageEditorForm.BindFieldControls();17.0;1.0;0;0.0;0.0;1;9;3.0;0.0
Greenshot.ImageEditorForm.RefreshFieldControls();25.0;4.0;0;3.0;2.0;18;6;4.0;0.0
Greenshot.ImageEditorForm.HideToolstripItems();1.0;1.0;0;28.0;0.0;1;0;2.0;0.0
Greenshot.ImageEditorForm.RefreshEditorControls();28.0;12.0;0;11.0;2.0;1;15;8.0;0.0
Greenshot.ImageEditorForm.ArrowHeadsToolStripMenuItemClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;3;2.0;0.0
Greenshot.ImageEditorForm.FontPropertyChanged(Object,EventArgs);20.0;10.0;2;11.0;2.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.FieldAggregatorFieldChanged(Object,FieldChangedEventArgs);2.0;2.0;2;1.0;1.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.FontBoldButtonClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;0;2.0;0.0
Greenshot.ImageEditorForm.FontItalicButtonClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;0;2.0;0.0
Greenshot.ImageEditorForm.ToolBarFocusableElementGotFocus(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.ToolBarFocusableElementLostFocus(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.SaveElementsToolStripMenuItemClick(Object,EventArgs);7.0;2.0;2;4.0;3.0;1;3;2.0;0.0
Greenshot.ImageEditorForm.LoadElementsToolStripMenuItemClick(Object,EventArgs);6.0;2.0;2;3.0;3.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.FilterPresetDropDownItemClicked(Object,ToolStripItemClickedEventArgs);2.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.SelectAllToolStripMenuItemClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.BtnConfirmClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.BtnCancelClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.AutoCropToolStripMenuItemClick(Object,EventArgs);2.0;2.0;2;1.0;1.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.AddBorderToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;3;2.0;0.0
Greenshot.ImageEditorForm.AddDropshadowToolStripMenuItemClick(Object,EventArgs);5.0;2.0;2;3.0;1.0;2;3;7.0;0.0
Greenshot.ImageEditorForm.BtnResizeClick(Object,EventArgs);5.0;2.0;2;3.0;1.0;1;5;5.0;0.0
Greenshot.ImageEditorForm.ResizeToolStripMenuItemClick(Object,EventArgs);3.0;1.0;2;1.0;0.0;0;4;3.0;0.0
Greenshot.ImageEditorForm.TornEdgesToolStripMenuItemClick(Object,EventArgs);5.0;2.0;2;3.0;1.0;2;3;7.0;0.0
Greenshot.ImageEditorForm.GrayscaleToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;3;2.0;0.0
Greenshot.ImageEditorForm.ClearToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;2.0;0.0
Greenshot.ImageEditorForm.RotateCwToolstripButtonClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;3;2.0;0.0
Greenshot.ImageEditorForm.RotateCcwToolstripButtonClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;3;2.0;0.0
Greenshot.ImageEditorForm.InvertToolStripMenuItemClick(Object,EventArgs);2.0;1.0;2;0.0;0.0;2;3;2.0;0.0
Greenshot.ImageEditorForm.ImageEditorFormResize(Object,EventArgs);18.0;8.0;2;11.0;2.0;2;2;3.0;0.0
Greenshot.ImageEditorForm.OnImageSaveRequested();4.0;3.0;0;2.0;3.0;3;3;5.0;0.0
Greenshot.ImageEditorForm.OnImageSaveAsRequested();6.0;3.0;0;4.0;3.0;1;4;6.0;0.0
Greenshot.ImageEditorForm.OnClipboardCopyRequested();3.0;2.0;0;2.0;3.0;1;1;4.0;0.0
Greenshot.ImageEditorForm.OnImageUploadRequested();3.0;2.0;0;2.0;1.0;1;1;4.0;0.0
Greenshot.ImageEditorForm.OnPrintImageRequested();3.0;2.0;0;2.0;3.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.btnSaveClose_Click(Object,EventArgs);4.0;1.0;2;0.0;0.0;2;1;2.0;0.0
Greenshot.ImageEditorForm.btnClose_Click(Object,EventArgs);3.0;1.0;2;0.0;0.0;2;0;2.0;0.0
Greenshot.ImageEditorForm.btnCancelTasks_Click(Object,EventArgs);3.0;1.0;2;0.0;0.0;2;0;1.0;0.0
Greenshot.ImageEditorForm.btnSave_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;3.0;0.0
Greenshot.ImageEditorForm.btnSaveAs_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.btnClipboardCopy_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.btnUploadImage_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ImageEditorForm.tsbPrintImage_Click(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;0.0
Greenshot.ImageEditorForm.menuStrip1_Click(Object,EventArgs);2.0;1.0;2;0.0;0.0;1;2;4.0;0.0
Greenshot.ImageEditorForm.tsmiSettings_Click(Object,EventArgs);2.0;1.0;2;1.0;2.0;1;1;1.0;0.0
Greenshot.ImageEditorForm.tsmiAbout_Click(Object,EventArgs);2.0;1.0;2;1.0;2.0;1;1;1.0;0.0
Greenshot.ImageEditorForm.Dispose(Boolean);4.0;3.0;1;2.0;2.0;0;1;2.0;0.0
Greenshot.ImageEditorForm.InitializeComponent();872.0;1.0;0;2.0;0.0;1;104;30.0;0.0
Greenshot.ImageEditorForm.ImageEditorForm();4.0;1.0;0;0.0;0.0;0;1;1.0;0.0
Greenshot.ResizeSettingsForm.ResizeSettingsForm(ResizeEffect);20.0;1.0;1;1.0;0.0;1;7;3.0;0.0
Greenshot.ResizeSettingsForm.buttonOK_Click(Object,EventArgs);5.0;3.0;2;1.0;1.0;1;5;1.0;0.0
Greenshot.ResizeSettingsForm.validate(Object);7.0;3.0;1;5.0;2.0;3;0;1.0;0.0
Greenshot.ResizeSettingsForm.displayWidth();4.0;2.0;0;3.0;1.0;2;1;2.0;0.0
Greenshot.ResizeSettingsForm.displayHeight();4.0;2.0;0;3.0;1.0;2;1;2.0;0.0
Greenshot.ResizeSettingsForm.textbox_KeyUp(Object,KeyEventArgs);32.0;11.0;2;14.0;2.0;1;5;3.0;0.0
Greenshot.ResizeSettingsForm.textbox_Validating(Object,CancelEventArgs);1.0;1.0;2;0.0;0.0;1;1;1.0;0.0
Greenshot.ResizeSettingsForm.combobox_SelectedIndexChanged(Object,EventArgs);4.0;3.0;2;2.0;1.0;1;3;1.0;0.0
Greenshot.ResizeSettingsForm.Dispose(Boolean);3.0;3.0;1;1.0;1.0;0;1;1.0;0.0
Greenshot.ResizeSettingsForm.InitializeComponent();92.0;1.0;0;0.0;0.0;1;7;3.0;0.0
Greenshot.ColorDialog.Dispose(Boolean);4.0;3.0;1;2.0;2.0;0;1;1.0;0.0
Greenshot.ColorDialog.InitializeComponent();165.0;1.0;0;1.0;0.0;1;14;3.0;0.0
Greenshot.ColorDialog.ColorDialog();12.0;1.0;0;0.0;0.0;1;5;2.0;0.0
Greenshot.ColorDialog.GetInstance();3.0;2.0;0;2.0;1.0;2;1;1.0;0.0
Greenshot.ColorDialog.CreateColorPalette(Int32,Int32,Int32,Int32);26.0;1.0;4;1.0;0.0;1;1;2.0;0.0
Greenshot.ColorDialog.CreateColorButtonColumn(Int32,Int32,Int32,Int32,Int32,Int32,Int32,Int32);7.0;3.0;8;4.0;2.0;1;1;2.0;0.0
Greenshot.ColorDialog.CreateColorButton(Int32,Int32,Int32,Int32,Int32,Int32,Int32);1.0;1.0;7;1.0;0.0;1;1;2.0;0.0
Greenshot.ColorDialog.CreateColorButton(Color,Int32,Int32,Int32,Int32);10.0;1.0;5;3.0;0.0;2;1;2.0;0.0
Greenshot.ColorDialog.CreateLastUsedColorButtonRow(Int32,Int32,Int32,Int32);8.0;2.0;4;4.0;1.0;1;1;2.0;0.0
Greenshot.ColorDialog.UpdateRecentColorsButtonRow();5.0;3.0;0;2.0;2.0;2;0;2.0;0.0
Greenshot.ColorDialog.PreviewColor(Color,Control);10.0;6.0;2;3.0;3.0;4;0;2.0;0.0
Greenshot.ColorDialog.AddToRecentColors(Color);5.0;2.0;1;1.0;1.0;2;1;2.0;0.0
Greenshot.ColorDialog.TextBoxHexadecimalTextChanged(Object,EventArgs);13.0;4.0;2;8.0;2.0;1;1;1.0;0.0
Greenshot.ColorDialog.TextBoxRGBTextChanged(Object,EventArgs);4.0;2.0;2;2.0;1.0;1;2;2.0;0.0
Greenshot.ColorDialog.TextBoxGotFocus(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;0;1.0;0.0
Greenshot.ColorDialog.TextBoxKeyDown(Object,KeyEventArgs);2.0;3.0;2;1.0;1.0;1;1;2.0;0.0
Greenshot.ColorDialog.ColorButtonClick(Object,EventArgs);2.0;1.0;2;1.0;0.0;2;1;2.0;0.0
Greenshot.ColorDialog.BtnTransparentClick(Object,EventArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ColorDialog.BtnApplyClick(Object,EventArgs);3.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.ColorDialog.GetColorPartIntFromString(String);7.0;3.0;1;4.0;1.0;1;0;2.0;0.0
Greenshot.ColorDialog.PipetteUsed(Object,PipetteUsedArgs);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
Greenshot.Memento.AddElementMemento.AddElementMemento(Surface,IDrawableContainer);3.0;1.0;2;0.0;0.0;2;0;2.0;0.0
Greenshot.Memento.AddElementMemento.Dispose();2.0;1.0;0;0.0;0.0;0;1;1.0;0.0
Greenshot.Memento.AddElementMemento.Dispose(Boolean);2.0;1.0;1;0.0;0.0;1;0;2.0;0.0
Greenshot.Memento.AddElementMemento.Merge(IMemento);1.0;1.0;1;1.0;0.0;0;0;1.0;0.0
Greenshot.Memento.AddElementMemento.Restore();6.0;1.0;0;2.0;0.0;0;4;2.0;0.0
Greenshot.Memento.ChangeFieldHolderMemento.ChangeFieldHolderMemento(IDrawableContainer,Field);4.0;1.0;2;0.0;0.0;2;1;1.0;0.0
