Method;LOC;CC;NP;NV;NEST;Ca;Ce;NChg;NCall
GreenshotPlugin.Core.FastBitmap.GreenshotPlugin.Core.IFastBitmapWithOffset.Contains(Int32,Int32);1.0;1.0;2;1.0;0.0;0;2;1.0;0.0
GreenshotPlugin.Core.FastBitmap.GreenshotPlugin.Core.IFastBitmapWithOffset.GetColorAt(Int32,Int32);3.0;1.0;2;1.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.FastBitmap.GreenshotPlugin.Core.IFastBitmapWithOffset.GetColorAt(Int32,Int32,Byte[]);3.0;1.0;3;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.FastBitmap.GreenshotPlugin.Core.IFastBitmapWithOffset.SetColorAt(Int32,Int32,Byte[]);3.0;1.0;3;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.FastBitmap.GreenshotPlugin.Core.IFastBitmapWithOffset.SetColorAt(Int32,Int32,Color);3.0;1.0;3;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.FastChunkyBitmap.FastChunkyBitmap(Bitmap,Rectangle);3.0;1.0;2;0.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Core.FastChunkyBitmap.GetColorAt(Int32,Int32);3.0;1.0;2;3.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.FastChunkyBitmap.GetColorAt(Int32,Int32,Byte[]);1.0;1.0;3;0.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.FastChunkyBitmap.SetColorAt(Int32,Int32,Byte[]);1.0;1.0;3;0.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.FastChunkyBitmap.GetColorIndexAt(Int32,Int32);2.0;1.0;2;2.0;0.0;1;0;1.0;0.0
GreenshotPlugin.Core.FastChunkyBitmap.SetColorIndexAt(Int32,Int32,Byte);2.0;1.0;3;1.0;0.0;3;0;1.0;0.0
GreenshotPlugin.Core.FastChunkyBitmap.SetColorAt(Int32,Int32,Color);13.0;5.0;3;7.0;3.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast24RGBBitmap.Fast24RGBBitmap(Bitmap,Rectangle);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Core.Fast24RGBBitmap.GetColorAt(Int32,Int32);2.0;1.0;2;2.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast24RGBBitmap.SetColorAt(Int32,Int32,Color);4.0;1.0;3;1.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast24RGBBitmap.GetColorAt(Int32,Int32,Byte[]);4.0;1.0;3;1.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast24RGBBitmap.SetColorAt(Int32,Int32,Byte[]);4.0;1.0;3;1.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast32RGBBitmap.Fast32RGBBitmap(Bitmap,Rectangle);1.0;1.0;2;0.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Core.Fast32RGBBitmap.GetColorAt(Int32,Int32);2.0;1.0;2;2.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast32RGBBitmap.SetColorAt(Int32,Int32,Color);4.0;1.0;3;1.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast32RGBBitmap.GetColorAt(Int32,Int32,Byte[]);4.0;1.0;3;1.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast32RGBBitmap.SetColorAt(Int32,Int32,Byte[]);4.0;1.0;3;1.0;0.0;0;0;2.0;0.0
GreenshotPlugin.Core.Fast32ARGBBitmap.Fast32ARGBBitmap(Bitmap,Rectangle);2.0;1.0;2;0.0;0.0;1;2;2.0;0.0
GreenshotPlugin.Core.Fast32ARGBBitmap.GetColorAt(Int32,Int32);2.0;1.0;2;2.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast32ARGBBitmap.SetColorAt(Int32,Int32,Color);5.0;1.0;3;1.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast32ARGBBitmap.GetColorAt(Int32,Int32,Byte[]);5.0;1.0;3;1.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.Fast32ARGBBitmap.SetColorAt(Int32,Int32,Byte[]);5.0;1.0;3;1.0;0.0;0;0;2.0;0.0
GreenshotPlugin.Core.Fast32ARGBBitmap.GetBlendedColorAt(Int32,Int32);11.0;2.0;2;9.0;1.0;0;1;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.MakeFQFilenameSafe(String);3.0;1.0;1;3.0;0.0;1;2;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.MakeFilenameSafe(String);7.0;3.0;1;5.0;2.0;2;0;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.MakePathSafe(String);7.0;3.0;1;5.0;2.0;2;0;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.GetFilenameWithoutExtensionFromPattern(String);1.0;1.0;1;1.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.GetFilenameWithoutExtensionFromPattern(String,ICaptureDetails);1.0;1.0;2;1.0;0.0;3;1;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.GetFilenameFromPattern(String,OutputFormat);1.0;1.0;2;1.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.GetFilenameFromPattern(String,OutputFormat,ICaptureDetails);1.0;1.0;3;1.0;0.0;3;1;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.GetFilename(OutputFormat,ICaptureDetails);4.0;3.0;2;3.0;1.0;0;1;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.MatchVarEvaluator(Match,ICaptureDetails,IDictionary,IDictionary,IDictionary,Boolean);4.0;2.0;6;2.0;1.0;3;2;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.MatchVarEvaluatorInternal(Match,ICaptureDetails,IDictionary,IDictionary,IDictionary,Boolean);156.0;75.0;6;64.0;20.0;1;6;3.0;0.0
GreenshotPlugin.Core.FilenameHelper.FillCmdVariables(String,Boolean);14.0;5.0;2;4.0;1.0;0;2;2.0;0.0
GreenshotPlugin.Core.FilenameHelper.FillVariables(String,Boolean);14.0;5.0;2;4.0;1.0;0;2;4.0;0.0
GreenshotPlugin.Core.FilenameHelper.FillPattern(String,ICaptureDetails,Boolean);19.0;7.0;3;6.0;2.0;2;3;4.0;0.0
GreenshotPlugin.Core.FilenameHelper.IsDirectoryNameValid(String);8.0;4.0;1;6.0;2.0;0;0;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.IsFilenameValid(String);8.0;4.0;1;6.0;2.0;0;0;1.0;0.0
GreenshotPlugin.Core.FilenameHelper.FilenameHelper();4.0;1.0;0;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.GreenshotResources.getImage(String);1.0;1.0;1;1.0;0.0;2;0;1.0;0.0
GreenshotPlugin.Core.GreenshotResources.getIcon(String);1.0;1.0;1;1.0;0.0;1;0;1.0;0.0
GreenshotPlugin.Core.GreenshotResources.getGreenshotIcon();1.0;1.0;0;1.0;0.0;9;1;1.0;0.0
GreenshotPlugin.Core.GreenshotResources.getGreenshotImage();1.0;1.0;0;1.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.GreenshotResources.GreenshotResources();1.0;1.0;0;0.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.ImageHelper.Orientate(Image);25.0;12.0;1;7.0;2.0;2;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateThumbnail(Image,Int32,Int32);1.0;1.0;3;1.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateThumbnail(Image,Int32,Int32,Int32,Int32);21.0;7.0;5;10.0;2.0;1;0;2.0;0.0
GreenshotPlugin.Core.ImageHelper.Crop(Image,Rectangle);10.0;6.0;2;4.0;2.0;2;2;1.0;0.0
GreenshotPlugin.Core.ImageHelper.FindAutoCropRectangle(IFastBitmap,Point,Int32);46.0;24.0;3;32.0;4.0;1;3;2.0;0.0
GreenshotPlugin.Core.ImageHelper.FindAutoCropRectangle(Image,Int32);15.0;3.0;2;8.0;2.0;1;2;2.0;0.0
GreenshotPlugin.Core.ImageHelper.LoadImage(String);29.0;10.0;1;16.0;4.0;2;6;2.0;0.0
GreenshotPlugin.Core.ImageHelper.ExtractVistaIcon(Stream);21.0;5.0;1;13.0;4.0;1;0;1.0;0.0
GreenshotPlugin.Core.ImageHelper.ExtractAssociatedIcon(String,Int32,Boolean);18.0;9.0;3;12.0;2.0;1;2;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CountAssociatedIcons(String);1.0;1.0;1;3.0;0.0;0;1;2.0;0.0
GreenshotPlugin.Core.ImageHelper.ApplyEffect(Image,IEffect,Matrix);3.0;1.0;3;2.0;0.0;3;1;2.0;0.0
GreenshotPlugin.Core.ImageHelper.ApplyEffects(Image,List<IEffect>,Matrix);14.0;4.0;3;8.0;3.0;2;1;2.0;0.0
GreenshotPlugin.Core.ImageHelper.DrawLines(GraphicsPath,List<Point>);5.0;2.0;2;2.0;1.0;1;0;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateTornEdge(Image,Int32,Int32,Int32,Boolean[]);55.0;10.0;5;27.0;2.0;1;2;1.0;0.0
GreenshotPlugin.Core.ImageHelper.ApplyBoxBlur(Bitmap,Int32);2.0;1.0;2;1.0;2.0;1;2;1.0;0.0
GreenshotPlugin.Core.ImageHelper.ApplyBoxBlur(IFastBitmap,Int32);13.0;4.0;2;3.0;1.0;2;5;1.0;0.0
GreenshotPlugin.Core.ImageHelper.BoxBlurHorizontal(IFastBitmap,Int32);35.0;8.0;2;19.0;3.0;1;8;1.0;0.0
GreenshotPlugin.Core.ImageHelper.BoxBlurHorizontalAlpha(IFastBitmap,Int32);38.0;8.0;2;20.0;3.0;1;8;1.0;0.0
GreenshotPlugin.Core.ImageHelper.BoxBlurVertical(IFastBitmap,Int32);35.0;8.0;2;19.0;3.0;1;8;2.0;0.0
GreenshotPlugin.Core.ImageHelper.BoxBlurVerticalAlpha(IFastBitmap,Int32);38.0;8.0;2;20.0;3.0;1;8;2.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateIntersectRectangle(Size,Rectangle,Boolean);6.0;2.0;3;4.0;1.0;6;0;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateShadow(Image,Single,Int32,Point,Matrix,PixelFormat);30.0;4.0;6;12.0;2.0;2;5;4.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateNegative(Image);4.0;1.0;1;3.0;0.0;1;2;3.0;0.0
GreenshotPlugin.Core.ImageHelper.ApplyColorMatrix(Bitmap,ColorMatrix);1.0;1.0;2;0.0;0.0;2;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.ApplyColorMatrix(Bitmap,Rectangle,Bitmap,Rectangle,ColorMatrix);4.0;1.0;5;1.0;2.0;2;1;2.0;0.0
GreenshotPlugin.Core.ImageHelper.ApplyColorMatrix(Bitmap,ImageAttributes);1.0;1.0;2;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.ApplyImageAttributes(Bitmap,Rectangle,Bitmap,Rectangle,ImageAttributes);13.0;4.0;5;4.0;2.0;3;0;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateMonochrome(Image,Byte);12.0;4.0;2;9.0;3.0;1;6;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateBorder(Image,Int32,Color,PixelFormat,Matrix);19.0;1.0;5;7.0;2.0;1;1;2.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateAdjustAttributes(Single,Single,Single);7.0;1.0;3;4.0;0.0;2;0;4.0;0.0
GreenshotPlugin.Core.ImageHelper.Adjust(Image,Single,Single,Single);4.0;1.0;4;3.0;2.0;1;3;2.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateGrayscale(Image);4.0;1.0;1;3.0;0.0;1;2;3.0;0.0
GreenshotPlugin.Core.ImageHelper.SupportsPixelFormat(Image);1.0;1.0;1;1.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.SupportsPixelFormat(PixelFormat);1.0;4.0;1;1.0;3.0;2;0;1.0;0.0
GreenshotPlugin.Core.ImageHelper.Clone(Image);3.0;2.0;1;2.0;1.0;7;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.Clone(Image,PixelFormat);1.0;1.0;2;1.0;0.0;4;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CloneArea(Image,Rectangle,PixelFormat);40.0;17.0;3;24.0;3.0;5;2;2.0;0.0
GreenshotPlugin.Core.ImageHelper.RotateFlip(Image,RotateFlipType);3.0;1.0;2;2.0;0.0;1;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateEmptyLike(Image,Color);4.0;2.0;2;3.0;1.0;1;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.CreateEmpty(Int32,Int32,PixelFormat,Color,Single,Single);10.0;4.0;6;7.0;3.0;11;0;1.0;0.0
GreenshotPlugin.Core.ImageHelper.ScaleByPercent(Bitmap,Int32);10.0;1.0;2;8.0;2.0;0;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.ResizeCanvas(Image,Color,Int32,Int32,Int32,Int32,Matrix);5.0;1.0;7;3.0;2.0;1;1;1.0;0.0
GreenshotPlugin.Core.ImageHelper.ResizeImage(Image,Boolean,Int32,Int32,Matrix);1.0;1.0;5;1.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Core.ImageHelper.CountColor(Image,Color,Boolean);17.0;6.0;3;13.0;3.0;0;4;1.0;0.0
GreenshotPlugin.Core.ImageHelper.ResizeImage(Image,Boolean,Boolean,Color,Int32,Int32,Matrix);42.0;16.0;7;23.0;3.0;1;1;4.0;0.0
GreenshotPlugin.Core.ImageOutput.CreatePropertyItem(Int32,String);12.0;2.0;2;5.0;1.0;1;1;2.0;0.0
GreenshotPlugin.Core.ImageOutput.SaveToStream(ISurface,Stream,SurfaceOutputSettings);4.0;3.0;3;3.0;1.0;6;2;2.0;0.0
GreenshotPlugin.Core.ImageOutput.SaveToStream(Image,ISurface,Stream,SurfaceOutputSettings);73.0;27.0;4;36.0;4.0;6;8;3.0;0.0
GreenshotPlugin.Core.ImageOutput.ProcessPNGImageExternally(Image,Stream);38.0;10.0;2;15.0;3.0;1;5;1.0;0.0
GreenshotPlugin.Core.ImageOutput.CreateImageFromSurface(ISurface,SurfaceOutputSettings,Image);35.0;20.0;3;18.0;4.0;2;14;3.0;0.0
GreenshotPlugin.Core.ImageOutput.AddTag(Image);5.0;3.0;1;2.0;2.0;1;2;1.0;0.0
GreenshotPlugin.Core.ImageOutput.LoadGreenshotSurface(String,ISurface);23.0;4.0;2;11.0;2.0;0;5;2.0;0.0
GreenshotPlugin.Core.ImageOutput.Save(ISurface,String,Boolean,SurfaceOutputSettings,Boolean);15.0;6.0;5;8.0;2.0;3;4;2.0;0.0
GreenshotPlugin.Core.ImageOutput.FormatForFilename(String);6.0;2.0;1;4.0;1.0;1;1;2.0;0.0
GreenshotPlugin.Core.ImageOutput.SaveWithDialog(ISurface,ICaptureDetails);15.0;4.0;2;9.0;2.0;1;9;7.0;0.0
GreenshotPlugin.Core.ImageOutput.SaveNamedTmpFile(ISurface,ICaptureDetails,SurfaceOutputSettings);14.0;4.0;3;6.0;1.0;0;6;1.0;0.0
GreenshotPlugin.Core.ImageOutput.DeleteNamedTmpFile(String);8.0;3.0;1;3.0;1.0;0;3;1.0;0.0
GreenshotPlugin.Core.ImageOutput.SaveToTmpFile(ISurface,SurfaceOutputSettings,String);11.0;3.0;3;5.0;2.0;1;4;1.0;0.0
GreenshotPlugin.Core.ImageOutput.RemoveTmpFiles();8.0;3.0;0;3.0;2.0;0;3;1.0;0.0
GreenshotPlugin.Core.ImageOutput.RemoveExpiredTmpFile(String,Object);4.0;3.0;2;2.0;1.0;1;1;1.0;0.0
GreenshotPlugin.Core.ImageOutput.ImageOutput();3.0;1.0;0;0.0;0.0;0;4;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.NetworkHelper();5.0;3.0;0;1.0;1.0;0;2;3.0;0.0
GreenshotPlugin.Core.NetworkHelper.GetAsString(Uri);1.0;1.0;1;1.0;0.0;0;2;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.DownloadFavIcon(Uri);11.0;6.0;1;9.0;4.0;0;2;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.GetAsMemoryStream(String);8.0;2.0;1;6.0;2.0;1;1;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.DownloadImage(String);17.0;5.0;1;12.0;5.0;1;3;2.0;0.0
GreenshotPlugin.Core.NetworkHelper.CreateWebRequest(String);1.0;1.0;1;1.0;0.0;1;1;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.CreateWebRequest(String,HTTPMethod);1.0;1.0;2;1.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.CreateWebRequest(Uri,HTTPMethod);3.0;1.0;2;2.0;0.0;1;1;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.CreateWebRequest(Uri);7.0;2.0;1;2.0;1.0;5;1;2.0;0.0
GreenshotPlugin.Core.NetworkHelper.CreateProxy(Uri);14.0;6.0;1;8.0;6.0;1;2;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.UrlEncode(String);3.0;2.0;1;2.0;1.0;1;0;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.EscapeDataString(String);9.0;3.0;1;6.0;2.0;0;0;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.UrlDecode(String);2.0;1.0;1;1.0;0.0;0;0;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.ParseQueryString(String);14.0;7.0;1;9.0;2.0;0;0;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.GenerateQueryParameters(IDictionary<String,Object>);11.0;4.0;1;5.0;2.0;1;1;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.WriteMultipartFormData(HttpWebRequest,IDictionary<String,Object>);4.0;1.0;2;2.0;2.0;0;1;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.WriteMultipartFormData(HttpListenerResponse,IDictionary<String,Object>);3.0;1.0;2;1.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.WriteMultipartFormData(Stream,String,IDictionary<String,Object>);15.0;4.0;3;8.0;2.0;2;1;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.UploadFormUrlEncoded(HttpWebRequest,IDictionary<String,Object>);5.0;1.0;2;3.0;2.0;0;1;2.0;0.0
GreenshotPlugin.Core.NetworkHelper.DebugHeaders(WebResponse);8.0;3.0;1;4.0;1.0;1;2;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.GetResponseAsString(HttpWebRequest);1.0;1.0;1;1.0;0.0;1;1;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.GetResponseAsString(HttpWebResponse);9.0;3.0;1;7.0;3.0;1;0;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.GetResponseAsString(HttpWebRequest,Boolean);31.0;9.0;2;14.0;4.0;1;5;1.0;0.0
GreenshotPlugin.Core.NetworkHelper.GetLastModified(Uri);9.0;2.0;1;5.0;2.0;0;4;1.0;0.0
GreenshotPlugin.Core.ByteContainer.ByteContainer(Byte[]);1.0;1.0;1;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.ByteContainer.ByteContainer(Byte[],String);1.0;1.0;2;0.0;0.0;1;1;1.0;0.0
GreenshotPlugin.Core.ByteContainer.ByteContainer(Byte[],String,String);1.0;1.0;3;0.0;0.0;1;1;1.0;0.0
GreenshotPlugin.Core.ByteContainer.ByteContainer(Byte[],String,String,Int32);5.0;2.0;4;0.0;1.0;1;0;2.0;0.0
GreenshotPlugin.Core.ByteContainer.ToBase64String(Base64FormattingOptions);1.0;1.0;1;1.0;0.0;0;0;2.0;0.0
GreenshotPlugin.Core.ByteContainer.ToByteArray();1.0;1.0;0;1.0;0.0;0;0;2.0;0.0
GreenshotPlugin.Core.ByteContainer.WriteFormDataToStream(String,String,Stream);3.0;3.0;3;1.0;1.0;0;0;2.0;0.0
GreenshotPlugin.Core.ByteContainer.WriteToStream(Stream);1.0;1.0;1;0.0;0.0;1;0;2.0;0.0
GreenshotPlugin.Core.ByteContainer.Upload(HttpWebRequest);4.0;1.0;1;1.0;2.0;0;1;2.0;0.0
GreenshotPlugin.Core.BitmapContainer.BitmapContainer(Bitmap,SurfaceOutputSettings,String);4.0;1.0;3;0.0;0.0;0;0;2.0;0.0
GreenshotPlugin.Core.BitmapContainer.ToBase64String(Base64FormattingOptions);3.0;1.0;1;2.0;2.0;0;1;2.0;0.0
GreenshotPlugin.Core.BitmapContainer.ToByteArray();3.0;1.0;0;2.0;2.0;0;1;2.0;0.0
GreenshotPlugin.Core.BitmapContainer.WriteFormDataToStream(String,String,Stream);3.0;2.0;3;2.0;1.0;0;2;2.0;0.0
GreenshotPlugin.Core.BitmapContainer.WriteToStream(Stream);1.0;1.0;1;0.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Core.BitmapContainer.Upload(HttpWebRequest);3.0;1.0;1;2.0;2.0;0;2;2.0;0.0
GreenshotPlugin.Core.SurfaceContainer.SurfaceContainer(ISurface,SurfaceOutputSettings,String);4.0;1.0;3;0.0;0.0;0;0;2.0;0.0
GreenshotPlugin.Core.SurfaceContainer.ToBase64String(Base64FormattingOptions);3.0;1.0;1;2.0;2.0;0;1;2.0;0.0
GreenshotPlugin.Core.SurfaceContainer.ToByteArray();3.0;1.0;0;2.0;2.0;0;1;2.0;0.0
GreenshotPlugin.Core.SurfaceContainer.WriteFormDataToStream(String,String,Stream);3.0;2.0;3;2.0;1.0;0;2;2.0;0.0
GreenshotPlugin.Core.SurfaceContainer.WriteToStream(Stream);1.0;1.0;1;0.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Core.SurfaceContainer.Upload(HttpWebRequest);3.0;1.0;1;2.0;2.0;0;2;2.0;0.0
GreenshotPlugin.Core.Objects.Clone<T>(T);10.0;3.0;1;7.0;2.0;2;0;1.0;0.0
GreenshotPlugin.Core.Objects.CloneTo<T>(T,T);14.0;4.0;2;10.0;2.0;0;0;1.0;0.0
GreenshotPlugin.Core.Objects.CompareLists<T>(IList<T>,IList<T>);11.0;4.0;2;6.0;3.0;1;0;1.0;0.0
GreenshotPlugin.Core.PluginUtils.PluginUtils();3.0;1.0;0;0.0;0.0;0;3;1.0;0.0
GreenshotPlugin.Core.PluginUtils.OnIconSizeChanged(Object,PropertyChangedEventArgs);15.0;5.0;2;9.0;3.0;1;0;1.0;0.0
GreenshotPlugin.Core.PluginUtils.GetExePath(String);13.0;7.0;1;8.0;4.0;0;1;1.0;0.0
GreenshotPlugin.Core.PluginUtils.GetCachedExeIcon(String,Int32);9.0;4.0;2;10.0;3.0;1;1;1.0;0.0
GreenshotPlugin.Core.PluginUtils.GetExeIcon(String,Int32);11.0;6.0;2;7.0;4.0;1;4;1.0;0.0
GreenshotPlugin.Core.PluginUtils.AddToFileMenu(IImageEditor,Image,String,Object,Nullable<Keys>,EventHandler);8.0;2.0;6;2.0;1.0;0;1;1.0;0.0
GreenshotPlugin.Core.PluginUtils.AddToFileMenu(IImageEditor,ToolStripMenuItem);11.0;4.0;2;6.0;2.0;1;1;1.0;0.0
GreenshotPlugin.Core.PluginUtils.AddToPluginMenu(IImageEditor,ToolStripMenuItem);11.0;4.0;2;6.0;2.0;0;1;1.0;0.0
GreenshotPlugin.Core.PluginUtils.AddToContextMenu(IGreenshotHost,ToolStripMenuItem);18.0;7.0;2;9.0;3.0;0;1;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.Dispose();2.0;1.0;0;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.Dispose(Boolean);4.0;3.0;1;2.0;2.0;1;0;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.WuQuantizer(Bitmap);54.0;7.0;1;21.0;3.0;2;17;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.GetColorCount();1.0;1.0;0;1.0;0.0;2;0;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.SimpleReindex();34.0;7.0;0;20.0;3.0;1;8;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.GetQuantizedImage(Int32);100.0;20.0;1;49.0;5.0;2;15;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.CalculateMoments();42.0;5.0;0;18.0;3.0;1;0;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.Volume(WuColorCube,Int64[,,]);1.0;1.0;2;1.0;0.0;3;6;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.VolumeFloat(WuColorCube,Single[,,]);1.0;1.0;2;1.0;0.0;1;6;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.Top(WuColorCube,Int32,Int32,Int64[,,]);5.0;5.0;4;3.0;1.0;1;6;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.Bottom(WuColorCube,Int32,Int64[,,]);5.0;5.0;3;3.0;1.0;1;6;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.CalculateVariance(WuColorCube);7.0;1.0;1;7.0;0.0;1;2;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.Maximize(WuColorCube,Int32,Int32,Int32,Int32[],Int64,Int64,Int64,Int64);27.0;5.0;9;17.0;4.0;1;2;2.0;0.0
GreenshotPlugin.Core.WuQuantizer.Cut(WuColorCube,WuColorCube);36.0;9.0;2;18.0;2.0;1;15;1.0;0.0
GreenshotPlugin.Core.WuQuantizer.Mark(WuColorCube,Int32,Byte[]);10.0;4.0;3;6.0;3.0;1;6;1.0;0.0
GreenshotPlugin.Core.StringExtensions.FormatWith(String,Object);1.0;1.0;2;1.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.StringExtensions.FormatWith(String,IFormatProvider,Object);29.0;9.0;3;13.0;4.0;1;0;1.0;0.0
GreenshotPlugin.Core.StringExtensions.Encrypt(String);13.0;2.0;1;9.0;2.0;1;1;1.0;0.0
GreenshotPlugin.Core.StringExtensions.Decrypt(String);13.0;2.0;1;9.0;2.0;2;1;1.0;0.0
GreenshotPlugin.Core.StringExtensions.CopyTo(Stream,Stream);3.0;2.0;2;3.0;1.0;0;0;1.0;0.0
GreenshotPlugin.Core.CaptureDetails.AddMetaData(String,String);3.0;2.0;2;1.0;1.0;0;0;1.0;0.0
GreenshotPlugin.Core.CaptureDetails.ClearDestinations();1.0;1.0;0;0.0;0.0;0;0;2.0;0.0
GreenshotPlugin.Core.CaptureDetails.RemoveDestination(IDestination);2.0;2.0;1;1.0;1.0;0;0;2.0;0.0
GreenshotPlugin.Core.CaptureDetails.AddDestination(IDestination);2.0;2.0;1;1.0;1.0;0;0;2.0;0.0
GreenshotPlugin.Core.CaptureDetails.HasDestination(String);7.0;3.0;1;4.0;3.0;0;1;2.0;0.0
GreenshotPlugin.Core.CaptureDetails.CaptureDetails();4.0;1.0;0;0.0;0.0;1;1;2.0;0.0
GreenshotPlugin.Core.Capture.NullImage();1.0;1.0;0;0.0;0.0;1;0;2.0;0.0
GreenshotPlugin.Core.Capture.Capture();7.0;1.0;0;0.0;0.0;6;2;2.0;0.0
GreenshotPlugin.Core.Capture.Capture(Image);2.0;1.0;1;0.0;0.0;0;2;2.0;0.0
GreenshotPlugin.Core.Capture.Finalize();1.0;1.0;0;0.0;1.0;0;1;1.0;0.0
GreenshotPlugin.Core.Capture.Dispose();2.0;1.0;0;0.0;0.0;0;1;1.0;0.0
GreenshotPlugin.Core.Capture.Dispose(Boolean);7.0;4.0;1;3.0;2.0;2;0;2.0;0.0
GreenshotPlugin.Core.Capture.Crop(Rectangle);14.0;4.0;1;8.0;3.0;0;4;4.0;0.0
