Method_Parsed;Previous_Method_Parsed;ChgLines
ShareX.UploadersLib.PuushLoginForm.llForgottenPassword_LinkClicked(Object,LinkLabelLinkClickedEventArgs);ShareX.UploadersLib.PuushLoginForm.llForgottenPassword_LinkClicked(Object,LinkLabelLinkClickedEventArgs);0
ShareX.UploadersLib.PuushLoginForm.btnLogin_Click(Object,EventArgs);ShareX.UploadersLib.PuushLoginForm.btnLogin_Click(Object,EventArgs);0
ShareX.HelpersLib.GraphicsQualityManager.GraphicsQualityManager(Graphics,Boolean);ShareX.HelpersLib.GraphicsQualityManager.GraphicsQualityManager(Graphics,Boolean);0
ShareX.HelpersLib.GraphicsQualityManager.SetHighQuality();ShareX.HelpersLib.GraphicsQualityManager.SetHighQuality();0
ShareX.HelpersLib.GraphicsQualityManager.Dispose();ShareX.HelpersLib.GraphicsQualityManager.Dispose();0
ShareX.ScreenCaptureLib.RegionCaptureOptions.List<SnapSize>();ShareX.ScreenCaptureLib.RegionCaptureOptions.List<SnapSize>();0
ShareX.HelpersLib.CodeMenu.if(();ShareX.HelpersLib.CodeMenu.if(();0
ShareX.HelpersLib.CodeMenu.if(extraItems);ShareX.HelpersLib.CodeMenu.if(extraItems);0
ShareX.HelpersLib.CodeMenu.foreach(CodeMenuItemitemin);ShareX.HelpersLib.CodeMenu.foreach(varitemin);1
ShareX.HelpersLib.CodeMenu.CodeMenu(TextBoxBase,CodeMenuItem[]);;49
ShareX.HelpersLib.CodeMenu.if();;0
ShareX.HelpersLib.CodeMenuEntry.CodeMenuEntry(String,String,String);ShareX.HelpersLib.CodeMenuEntry.CodeMenuEntry(String,String,String);0
ShareX.HelpersLib.CodeMenuEntry.ToPrefixString();ShareX.HelpersLib.CodeMenuEntry.ToPrefixString();0
ShareX.HelpersLib.NameParser.NameParser();ShareX.HelpersLib.NameParser.NameParser();0
ShareX.HelpersLib.NameParser.NameParser(NameParserType);ShareX.HelpersLib.NameParser.NameParser(NameParserType);0
ShareX.HelpersLib.NameParser.Parse(NameParserType,String);ShareX.HelpersLib.NameParser.Parse(NameParserType,String);0
ShareX.HelpersLib.NameParser.ListEntryWithValue(String,String);ShareX.HelpersLib.NameParser.ListEntryWithValue(String,String);0
ShareX.HelpersLib.NameParser.Parse(String);ShareX.HelpersLib.NameParser.Parse(String);49
ShareX.HelpersLib.NameParser.ListEntryWithArguments(String,String,Int32);ShareX.HelpersLib.NameParser.ListEntryWithArguments(String,String,Int32);0
ShareX.HelpersLib.NameParser.ListEntryWithValues(String,String,Int32);ShareX.HelpersLib.NameParser.ListEntryWithValues(String,String,Int32);0
ShareX.HelpersLib.NameParser.ListEntryWithArgument(String,String);;0
ShareX.UploadersLib.FTPAccount.if( string . IsNullOrEmpty();ShareX.UploadersLib.FTPAccount.if( string . IsNullOrEmpty();0
ShareX.UploadersLib.FTPAccount.FTPAccount();ShareX.UploadersLib.FTPAccount.FTPAccount();0
ShareX.UploadersLib.FTPAccount.GetSubFolderPath(String,NameParserType);ShareX.UploadersLib.FTPAccount.GetSubFolderPath(String,NameParserType);0
ShareX.UploadersLib.FTPAccount.GetFtpPath(String);ShareX.UploadersLib.FTPAccount.GetFtpPath(String);0
ShareX.UploadersLib.FTPAccount.ToString();ShareX.UploadersLib.FTPAccount.ToString();0
ShareX.UploadersLib.FTPAccount.Clone();ShareX.UploadersLib.FTPAccount.Clone();0
ShareX.UploadersLib.FTPAccount.Clone();ShareX.UploadersLib.FTPAccount.Clone();0
ShareX.UploadersLib.FTPAccount.GetHttpHomePath();ShareX.UploadersLib.FTPAccount.GetHttpHomePath();3
ShareX.UploadersLib.FTPAccount.GetUriPath(String,String);ShareX.UploadersLib.FTPAccount.GetUriPath(String,String);13
ShareX.UploadersLib.FTPAccount.switch();ShareX.UploadersLib.FTPAccount.switch();0
ShareX.UploadersLib.LocalhostAccount.if( string . IsNullOrEmpty();ShareX.UploadersLib.LocalhostAccount.if( string . IsNullOrEmpty();0
ShareX.UploadersLib.LocalhostAccount.LocalhostAccount();ShareX.UploadersLib.LocalhostAccount.LocalhostAccount();0
ShareX.UploadersLib.LocalhostAccount.GetSubFolderPath();ShareX.UploadersLib.LocalhostAccount.GetSubFolderPath();0
ShareX.UploadersLib.LocalhostAccount.GetHttpHomePath();ShareX.UploadersLib.LocalhostAccount.GetHttpHomePath();0
ShareX.UploadersLib.LocalhostAccount.GetLocalhostPath(String);ShareX.UploadersLib.LocalhostAccount.GetLocalhostPath(String);0
ShareX.UploadersLib.LocalhostAccount.GetLocalhostUri(String);ShareX.UploadersLib.LocalhostAccount.GetLocalhostUri(String);0
ShareX.UploadersLib.LocalhostAccount.ToString();ShareX.UploadersLib.LocalhostAccount.ToString();0
ShareX.UploadersLib.LocalhostAccount.GetUriPath(String);ShareX.UploadersLib.LocalhostAccount.GetUriPath(String);2
ShareX.UploadersLib.LocalhostAccount.Clone();ShareX.UploadersLib.LocalhostAccount.Clone();0
ShareX.HelpersLib.WindowInfo.WindowInfo(IntPtr);ShareX.ScreenCaptureLib.WindowInfo.WindowInfo(IntPtr);0
ShareX.HelpersLib.WindowInfo.ToString();ShareX.ScreenCaptureLib.WindowInfo.ToString();0
ShareX.HelpersLib.WindowInfo.Activate();ShareX.ScreenCaptureLib.WindowInfo.Activate();1
ShareX.HelpersLib.WindowInfo.using(Process);ShareX.ScreenCaptureLib.WindowInfo.using(Process);0
ShareX.HelpersLib.WindowInfo.Restore();;1
ShareX.HelpersLib.CodeMenuEntryActions.CodeMenuEntryActions(String,String);ShareX.HelpersLib.CodeMenuEntryActions.CodeMenuEntryActions(String,String);0
ShareX.HelpersLib.CodeMenuEntryActions.Parse(String,String,String);ShareX.HelpersLib.CodeMenuEntryActions.Parse(String,String,String);0
ShareX.HelpersLib.CodeMenuEntryFilename.CodeMenuEntryFilename(String,String,String);ShareX.HelpersLib.CodeMenuEntryFilename.CodeMenuEntryFilename(String,String,String);0
ShareX.HelpersLib.CodeMenuEntryPixelInfo.CodeMenuEntryPixelInfo(String,String);ShareX.HelpersLib.CodeMenuEntryPixelInfo.CodeMenuEntryPixelInfo(String,String);0
ShareX.HelpersLib.CodeMenuEntryPixelInfo.Parse(String,Color,Point);ShareX.HelpersLib.CodeMenuEntryPixelInfo.Parse(String,Color,Point);33
ShareX.HelpersLib.CodeMenuEntryPixelInfo.ListEntryWithValue(String,String);;0
ShareX.HelpersLib.CodeMenuEntryPixelInfo.ListEntryWithArguments(String,String,Int32);;0
ShareX.HelpersLib.CodeMenuEntryPixelInfo.ListEntryWithValues(String,String,Int32);;0
ShareX.UploadersLib.FileUploaders.TransfershFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);ShareX.UploadersLib.FileUploaders.TransfershFileUploaderService.CreateUploader(UploadersConfig,TaskReferenceHelper);0
ShareX.UploadersLib.FileUploaders.Transfersh.Upload(Stream,String);ShareX.UploadersLib.FileUploaders.Transfersh.Upload(Stream,String);1
ShareX.ScreenCaptureLib.FreehandRegionShape.OnUpdate();ShareX.ScreenCaptureLib.FreehandRegionShape.OnUpdate();0
ShareX.ScreenCaptureLib.FreehandRegionShape.OnShapePathRequested(GraphicsPath,Rectangle);ShareX.ScreenCaptureLib.FreehandRegionShape.OnShapePathRequested(GraphicsPath,Rectangle);0
ShareX.ScreenCaptureLib.FreehandRegionShape.Move(Int32,Int32);ShareX.ScreenCaptureLib.FreehandRegionShape.Move(Int32,Int32);0
ShareX.ScreenCaptureLib.FreehandRegionShape.Resize(Int32,Int32,Boolean);ShareX.ScreenCaptureLib.FreehandRegionShape.Resize(Int32,Int32,Boolean);0
ShareX.ScreenCaptureLib.FreehandRegionShape.OnNodePositionUpdate();ShareX.ScreenCaptureLib.FreehandRegionShape.OnNodePositionUpdate();0
ShareX.ScreenCaptureLib.FreehandRegionShape.OnNodeVisible();ShareX.ScreenCaptureLib.FreehandRegionShape.OnNodeVisible();0
ShareX.ScreenCaptureLib.FreehandRegionShape.OnNodeUpdate();ShareX.ScreenCaptureLib.FreehandRegionShape.OnNodeUpdate();0
ShareX.ScreenCaptureLib.FreehandRegionShape.UseLightResizeNodes();;0
ShareX.ScreenCaptureLib.FreehandDrawingShape.OnUpdate();ShareX.ScreenCaptureLib.FreehandDrawingShape.OnUpdate();0
ShareX.ScreenCaptureLib.FreehandDrawingShape.DrawFreehand(Graphics,Color,Int32,BorderStyle,Point[]);ShareX.ScreenCaptureLib.FreehandDrawingShape.DrawFreehand(Graphics,Color,Int32,Point[]);5
ShareX.ScreenCaptureLib.FreehandDrawingShape.Resize(Int32,Int32,Boolean);ShareX.ScreenCaptureLib.FreehandDrawingShape.Resize(Int32,Int32,Boolean);0
ShareX.ScreenCaptureLib.FreehandDrawingShape.Move(Int32,Int32);ShareX.ScreenCaptureLib.FreehandDrawingShape.Move(Int32,Int32);0
ShareX.ScreenCaptureLib.FreehandDrawingShape.ShowNodes();ShareX.ScreenCaptureLib.FreehandDrawingShape.ShowNodes();0
ShareX.ScreenCaptureLib.FreehandDrawingShape.OnDraw(Graphics);ShareX.ScreenCaptureLib.FreehandDrawingShape.OnDraw(Graphics);0
ShareX.ScreenCaptureLib.FreehandDrawingShape.DrawFreehand(Graphics);ShareX.ScreenCaptureLib.FreehandDrawingShape.DrawFreehand(Graphics);7
ShareX.ScreenCaptureLib.ResizeNode.ResizeNode(Int32,Int32);ShareX.ScreenCaptureLib.ResizeNode.ResizeNode(Int32,Int32);3
ShareX.ScreenCaptureLib.ResizeNode.OnDraw(Graphics);ShareX.ScreenCaptureLib.ResizeNode.Draw(Graphics);0
ShareX.ScreenCaptureLib.ResizeNode.SetCustomNode(Image);ShareX.ScreenCaptureLib.ResizeNode.SetCustomNode(Image);1
ShareX.ScreenCaptureLib.ResizeNode.if();;0
ShareX.ScreenCaptureLib.ImageDrawingShape.DrawImage(Graphics);ShareX.ScreenCaptureLib.ImageDrawingShape.DrawImage(Graphics);10
ShareX.ScreenCaptureLib.ImageDrawingShape.Dispose();ShareX.ScreenCaptureLib.ImageDrawingShape.Dispose();0
ShareX.ScreenCaptureLib.ImageDrawingShape.SetImage(Image,Boolean);ShareX.ScreenCaptureLib.ImageDrawingShape.SetImage(Image,Boolean);1
ShareX.ScreenCaptureLib.ImageDrawingShape.OnDraw(Graphics);ShareX.ScreenCaptureLib.ImageDrawingShape.OnDraw(Graphics);0
ShareX.ScreenCaptureLib.ImageDrawingShape.OnConfigSave();;0
ShareX.ScreenCaptureLib.ImageDrawingShape.OnConfigLoad();;0
ShareX.ScreenCaptureLib.ImageDrawingShape.OnMoved();;5
ShareX.ScreenCaptureLib.ImageDrawingShape.Duplicate();;0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnCreated();ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnCreated();0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnNodeVisible();ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnNodeVisible();0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnNodeUpdate();ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnNodeUpdate();2
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.CreateTailPath(Rectangle,Point);ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.CreateTailPath(Rectangle,Point);0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.DrawSpeechBalloon(Graphics,Color,Int32,Color,Rectangle,Point);ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.DrawSpeechBalloon(Graphics,Color,Int32,Color,Rectangle,Point);0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.Move(Int32,Int32);ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.Move(Int32,Int32);0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnDraw(Graphics);ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.OnDraw(Graphics);0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.DrawSpeechBalloon(Graphics);ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.DrawSpeechBalloon(Graphics);0
ShareX.ScreenCaptureLib.SpeechBalloonDrawingShape.UseLightResizeNodes();;0
ShareX.Steam.Helpers.GetAbsolutePath(String);ShareX.Steam.Helpers.GetAbsolutePath(String);0
ShareX.Steam.Helpers.IsRunning(String);ShareX.Steam.Helpers.IsRunning(String);0
ShareX.Steam.Helpers.CompareVersion(String,String);ShareX.Steam.Helpers.CompareVersion(String,String);0
ShareX.Steam.Helpers.ParseVersion(String);ShareX.Steam.Helpers.ParseVersion(String);0
ShareX.Steam.Helpers.NormalizeVersion(Version);ShareX.Steam.Helpers.NormalizeVersion(Version);0
ShareX.Steam.Helpers.ShowError(Exception);ShareX.Steam.Helpers.ShowError(Exception);0
ShareX.Steam.Helpers.CopyAll(String,String);ShareX.Steam.Helpers.CopyAll(String,String);0
ShareX.Steam.Helpers.CopyAll(DirectoryInfo,DirectoryInfo);ShareX.Steam.Helpers.CopyAll(DirectoryInfo,DirectoryInfo);0
ShareX.Steam.Helpers.IsCommandExist(String[],String);ShareX.Steam.Helpers.IsCommandExist(String[],String);0
ShareX.Steam.Helpers.CreateEmptyFile(String);ShareX.Steam.Helpers.CreateEmptyFile(String);0
ShareX.Steam.Launcher.Run(String[]);ShareX.Steam.Launcher.Run(String[]);1
ShareX.Steam.Launcher.IsShareXRunning();ShareX.Steam.Launcher.IsShareXRunning();0
ShareX.Steam.Launcher.IsUpdateRequired();ShareX.Steam.Launcher.IsUpdateRequired();0
ShareX.Steam.Launcher.DoUpdate();ShareX.Steam.Launcher.DoUpdate();0
ShareX.Steam.Launcher.RunShareX(String);ShareX.Steam.Launcher.RunShareX(String);16
ShareX.Steam.Launcher.UninstallShareX();ShareX.Steam.Launcher.UninstallShareX();6
ShareX.Steam.Program.Main(String[]);ShareX.Steam.Program.Main(String[]);0
ShareX.MediaLib.FFmpegDownloader.DownloadFFmpeg(Boolean,DownloaderInstallEventHandler);ShareX.MediaLib.FFmpegDownloader.DownloadFFmpeg(Boolean,DownloaderInstallEventHandler);3
ShareX.MediaLib.FFmpegDownloader.ExtractFFmpeg(String,String);;13
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_MouseDown(Object,MouseEventArgs);ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_MouseDown(Object,MouseEventArgs);2
ShareX.ScreenCaptureLib.RegionCaptureForm.InitBackground(Bitmap,Boolean);ShareX.ScreenCaptureLib.RegionCaptureForm.InitBackground(Image);36
ShareX.ScreenCaptureLib.RegionCaptureForm.Draw(Graphics);ShareX.ScreenCaptureLib.RegionCaptureForm.Draw(Graphics);92
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawCrosshair(Graphics);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawCrosshair(Graphics);0
ShareX.ScreenCaptureLib.RegionCaptureForm.Magnifier(Image,Point,Int32,Int32,Int32);ShareX.ScreenCaptureLib.RegionCaptureForm.Magnifier(Image,Point,Int32,Int32,Int32);8
ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateRegionPath();ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateRegionPath();0
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawRuler(Graphics,Rectangle,Pen,Int32,Int32);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawRuler(Graphics,Rectangle,Pen,Int32,Int32);4
ShareX.ScreenCaptureLib.RegionCaptureForm.CopyAreaInfo();ShareX.ScreenCaptureLib.RegionCaptureForm.CopyAreaInfo();0
ShareX.ScreenCaptureLib.RegionCaptureForm.Dispose(Boolean);ShareX.ScreenCaptureLib.RegionCaptureForm.Dispose(Boolean);38
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawAreaText(Graphics,String,Rectangle);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawAreaText(Graphics,String,Rectangle);2
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawInfoText(Graphics,String,Rectangle,Font,Point);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawInfoText(Graphics,String,Rectangle,Font,Int32);4
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm(RegionCaptureMode,RegionCaptureOptions,Bitmap);ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm(RegionCaptureMode,RegionCaptureOptions);65
ShareX.ScreenCaptureLib.RegionCaptureForm.GetInfoText();ShareX.ScreenCaptureLib.RegionCaptureForm.GetInfoText();16
ShareX.ScreenCaptureLib.RegionCaptureForm.GetWindowInfo();ShareX.ScreenCaptureLib.RegionCaptureForm.GetWindowInfo();0
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawInfoText(Graphics,String,Rectangle,Font,Point,Brush,Pen,Pen,Brush,Brush);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawInfoText(Graphics,String,Rectangle,Font,Int32,Brush,Pen,Pen,Brush,Brush);1
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawCursorGraphics(Graphics);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawCursorGraphics(Graphics);72
ShareX.ScreenCaptureLib.RegionCaptureForm.OnPaint(PaintEventArgs);ShareX.ScreenCaptureLib.RegionCaptureForm.OnPaint(PaintEventArgs);9
ShareX.ScreenCaptureLib.RegionCaptureForm.MonitorKey(Int32);ShareX.ScreenCaptureLib.RegionCaptureForm.MonitorKey(Int32);5
ShareX.ScreenCaptureLib.RegionCaptureForm.InitializeComponent();ShareX.ScreenCaptureLib.RegionCaptureForm.InitializeComponent();32
ShareX.ScreenCaptureLib.RegionCaptureForm.GetResultImage();ShareX.ScreenCaptureLib.RegionCaptureForm.GetResultImage();23
ShareX.ScreenCaptureLib.RegionCaptureForm.Pause();ShareX.ScreenCaptureLib.RegionCaptureForm.Pause();0
ShareX.ScreenCaptureLib.RegionCaptureForm.Resume();ShareX.ScreenCaptureLib.RegionCaptureForm.Resume();0
ShareX.ScreenCaptureLib.RegionCaptureForm.OnPaintBackground(PaintEventArgs);ShareX.ScreenCaptureLib.RegionCaptureForm.OnPaintBackground(PaintEventArgs);0
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawFPS(Graphics,Int32);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawFPS(Graphics,Int32);0
ShareX.ScreenCaptureLib.RegionCaptureForm.CheckFPS();ShareX.ScreenCaptureLib.RegionCaptureForm.CheckFPS();0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_Shown(Object,EventArgs);ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_Shown(Object,EventArgs);0
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawTextAnimation(Graphics,TextAnimation,Rectangle,Int32);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawTextAnimation(Graphics,TextAnimation,Rectangle,Int32);4
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawRegionArea(Graphics,Rectangle,Boolean);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawRegionArea(Graphics,Rectangle,Boolean);0
ShareX.ScreenCaptureLib.RegionCaptureForm.Prepare(Bitmap);ShareX.ScreenCaptureLib.RegionCaptureForm.Prepare(Image);17
ShareX.ScreenCaptureLib.RegionCaptureForm.AddCursor(IntPtr,Point);ShareX.ScreenCaptureLib.RegionCaptureForm.AddCursor(IntPtr,Point);0
ShareX.ScreenCaptureLib.RegionCaptureForm.SetDefaultCursor();ShareX.ScreenCaptureLib.RegionCaptureForm.SetDefaultCursor();0
ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateCoordinates();ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateCoordinates();0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_Resize(Object,EventArgs);ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_Resize(Object,EventArgs);0
ShareX.ScreenCaptureLib.RegionCaptureForm.OnMoved();ShareX.ScreenCaptureLib.RegionCaptureForm.OnMoved();0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_LocationChanged(Object,EventArgs);ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_LocationChanged(Object,EventArgs);0
ShareX.ScreenCaptureLib.RegionCaptureForm.Pan(Int32,Int32,Boolean);ShareX.ScreenCaptureLib.RegionCaptureForm.Pan(Int32,Int32,Boolean);4
ShareX.ScreenCaptureLib.RegionCaptureForm.AutomaticPan(Vector2);ShareX.ScreenCaptureLib.RegionCaptureForm.AutomaticPan(Vector2);4
ShareX.ScreenCaptureLib.RegionCaptureForm.Pan(Point);ShareX.ScreenCaptureLib.RegionCaptureForm.Pan(Point);0
ShareX.ScreenCaptureLib.RegionCaptureForm.CenterCanvas();ShareX.ScreenCaptureLib.RegionCaptureForm.CenterCanvas();0
ShareX.ScreenCaptureLib.RegionCaptureForm.AutomaticPan();ShareX.ScreenCaptureLib.RegionCaptureForm.AutomaticPan();0
ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateTitle();ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateTitle();2
ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateCenterOffset();ShareX.ScreenCaptureLib.RegionCaptureForm.UpdateCenterOffset();2
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawBottomTipAnimation(Graphics,TextAnimation);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawBottomTipAnimation(Graphics,TextAnimation);1
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawTextAnimation(Graphics,TextAnimation);ShareX.ScreenCaptureLib.RegionCaptureForm.DrawTextAnimation(Graphics,TextAnimation);0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm(RegionCaptureMode,RegionCaptureOptions);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.Prepare();;0
ShareX.ScreenCaptureLib.RegionCaptureForm.Prepare(Image);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.InitBackground(Image);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.Update();;13
ShareX.ScreenCaptureLib.RegionCaptureForm.OnSaveImageRequested();;24
ShareX.ScreenCaptureLib.RegionCaptureForm.OnCopyImageRequested();;22
ShareX.ScreenCaptureLib.RegionCaptureForm.OnPrintImageRequested();;26
ShareX.ScreenCaptureLib.RegionCaptureForm.OnSaveImageAsRequested();;27
ShareX.ScreenCaptureLib.RegionCaptureForm.OnUploadImageRequested();;18
ShareX.ScreenCaptureLib.RegionCaptureForm.CloseWindow(RegionResult);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.ShowExitConfirmation();;6
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_FormClosing(Object,FormClosingEventArgs);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_KeyDown(Object,KeyEventArgs);;11
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_GotFocus(Object,EventArgs);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.RegionCaptureForm_LostFocus(Object,EventArgs);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawInfoText(Graphics,String,Rectangle,Font,Int32);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.DrawInfoText(Graphics,String,Rectangle,Font,Int32,Brush,Pen,Pen,Brush,Brush);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.ReceiveImageForTask();;2
ShareX.ScreenCaptureLib.RegionCaptureForm.SetHandCursor(Boolean);;0
ShareX.ScreenCaptureLib.RegionCaptureForm.GetAreaText(Rectangle);;0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RegionCaptureLightForm(Screenshot);ShareX.ScreenCaptureLib.RegionCaptureLightForm.RegionCaptureLightForm(Screenshot);0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.Dispose(Boolean);ShareX.ScreenCaptureLib.RegionCaptureLightForm.Dispose(Boolean);0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.InitializeComponent();ShareX.ScreenCaptureLib.RegionCaptureLightForm.InitializeComponent();2
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_Shown(Object,EventArgs);ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_Shown(Object,EventArgs);0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_KeyUp(Object,KeyEventArgs);ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_KeyUp(Object,KeyEventArgs);0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_MouseDown(Object,MouseEventArgs);ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_MouseDown(Object,MouseEventArgs);0
ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_MouseUp(Object,MouseEventArgs);ShareX.ScreenCaptureLib.RegionCaptureLightForm.RectangleLight_MouseUp(Object,MouseEventArgs);0
