Method_Parsed;Previous_Method_Parsed;ChgLines
ShareX.MainForm.tsmiImageEditor_Click(Object,EventArgs);ShareX.MainForm.tsmiImageEditor_Click(Object,EventArgs);1
ShareX.MainForm.UpdateWorkflowsMenu();ShareX.MainForm.UpdateWorkflowsMenu();0
ShareX.MainForm.WorkflowMenuItem(HotkeySettings);ShareX.MainForm.WorkflowMenuItem(HotkeySettings);0
ShareX.MainForm.tsmiShowQRCode_Click(Object,EventArgs);ShareX.MainForm.tsmiShowQRCode_Click(Object,EventArgs);0
ShareX.MainForm.tsmiQRCode_Click(Object,EventArgs);ShareX.MainForm.tsmiQRCode_Click(Object,EventArgs);0
ShareX.MainForm.tsmiTweetMessage_Click(Object,EventArgs);ShareX.MainForm.tsmiTweetMessage_Click(Object,EventArgs);0
ShareX.MainForm.tsmiImagePreviewShow_Click(Object,EventArgs);ShareX.MainForm.tsmiImagePreviewShow_Click(Object,EventArgs);3
ShareX.MainForm.tsmiImagePreviewAutomatic_Click(Object,EventArgs);ShareX.MainForm.tsmiImagePreviewAutomatic_Click(Object,EventArgs);3
ShareX.MainForm.tsmiTrayRectangleLight_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayRectangleLight_Click(Object,EventArgs);0
ShareX.MainForm.tsddbCapture_DropDownOpening(Object,EventArgs);ShareX.MainForm.tsddbCapture_DropDownOpening(Object,EventArgs);0
ShareX.MainForm.tsmiRectangleLight_Click(Object,EventArgs);ShareX.MainForm.tsmiRectangleLight_Click(Object,EventArgs);0
ShareX.MainForm.tsmiFullscreen_Click(Object,EventArgs);ShareX.MainForm.tsmiFullscreen_Click(Object,EventArgs);0
ShareX.MainForm.tsmiTrayRectangle_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayRectangle_Click(Object,EventArgs);0
ShareX.MainForm.tsmiTrayFullscreen_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayFullscreen_Click(Object,EventArgs);0
ShareX.MainForm.InitHotkeys();ShareX.MainForm.InitHotkeys();5
ShareX.MainForm.tsmiCapture_DropDownOpening(Object,EventArgs);ShareX.MainForm.tsmiCapture_DropDownOpening(Object,EventArgs);0
ShareX.MainForm.tsmiTrayLastRegion_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayLastRegion_Click(Object,EventArgs);0
ShareX.MainForm.tsmiTrayMonitorItems_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayMonitorItems_Click(Object,EventArgs);0
ShareX.MainForm.tsmiWindowItems_Click(Object,EventArgs);ShareX.MainForm.tsmiWindowItems_Click(Object,EventArgs);0
ShareX.MainForm.tsmiLastRegion_Click(Object,EventArgs);ShareX.MainForm.tsmiLastRegion_Click(Object,EventArgs);0
ShareX.MainForm.tsmiMonitorItems_Click(Object,EventArgs);ShareX.MainForm.tsmiMonitorItems_Click(Object,EventArgs);0
ShareX.MainForm.tsmiTrayWindowItems_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayWindowItems_Click(Object,EventArgs);0
ShareX.MainForm.HandleHotkeys(HotkeySettings);ShareX.MainForm.HandleHotkeys(HotkeySettings);0
ShareX.MainForm.PrepareCaptureMenuAsync(ToolStripMenuItem,EventHandler,ToolStripMenuItem,EventHandler);ShareX.MainForm.PrepareCaptureMenuAsync(ToolStripMenuItem,EventHandler,ToolStripMenuItem,EventHandler);28
ShareX.MainForm.tsmiRectangle_Click(Object,EventArgs);ShareX.MainForm.tsmiRectangle_Click(Object,EventArgs);0
ShareX.MainForm.tsmiUploadURL_Click(Object,EventArgs);ShareX.MainForm.tsmiUploadURL_Click(Object,EventArgs);0
ShareX.MainForm.tsmiEditSelectedFile_Click(Object,EventArgs);ShareX.MainForm.tsmiEditSelectedFile_Click(Object,EventArgs);0
ShareX.MainForm.tsmiTestURLSharing_Click(Object,EventArgs);ShareX.MainForm.tsmiTestURLSharing_Click(Object,EventArgs);0
ShareX.MainForm.tsmiDeleteSelectedFile_Click(Object,EventArgs);ShareX.MainForm.tsmiDeleteSelectedFile_Click(Object,EventArgs);0
ShareX.MainForm.MainForm_LocationChanged(Object,EventArgs);ShareX.MainForm.MainForm_LocationChanged(Object,EventArgs);0
ShareX.MainForm.MainForm_Resize(Object,EventArgs);ShareX.MainForm.MainForm_Resize(Object,EventArgs);0
ShareX.MainForm.tsmiScreenRecordingFFmpeg_Click(Object,EventArgs);ShareX.MainForm.tsmiScreenRecordingFFmpeg_Click(Object,EventArgs);0
ShareX.MainForm.tsmiUploadFolder_Click(Object,EventArgs);ShareX.MainForm.tsmiUploadFolder_Click(Object,EventArgs);0
ShareX.MainForm.Uncheck(ToolStripDropDownItem[]);ShareX.MainForm.Uncheck(ToolStripDropDownItem[]);0
ShareX.MainForm.SetTextFileDestinationChecked(TextDestination,FileDestination,ToolStripDropDownItem[]);ShareX.MainForm.SetTextFileDestinationChecked(TextDestination,FileDestination,ToolStripDropDownItem[]);0
ShareX.MainForm.SetImageFileDestinationChecked(ImageDestination,FileDestination,ToolStripDropDownItem[]);ShareX.MainForm.SetImageFileDestinationChecked(ImageDestination,FileDestination,ToolStripDropDownItem[]);0
ShareX.MainForm.cmsTray_Opened(Object,EventArgs);ShareX.MainForm.cmsTray_Opened(Object,EventArgs);0
ShareX.MainForm.UpdateMainFormTip();ShareX.MainForm.UpdateMainFormTip();20
ShareX.MainForm.tsmiScreenColorPicker_Click(Object,EventArgs);ShareX.MainForm.tsmiScreenColorPicker_Click(Object,EventArgs);0
ShareX.MainForm.MainForm_VisibleChanged(Object,EventArgs);ShareX.MainForm.MainForm_VisibleChanged(Object,EventArgs);0
ShareX.MainForm.tsmiRectangleTransparent_Click(Object,EventArgs);ShareX.MainForm.tsmiRectangleTransparent_Click(Object,EventArgs);0
ShareX.MainForm.tsmiTrayRectangleTransparent_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayRectangleTransparent_Click(Object,EventArgs);0
ShareX.MainForm.tsmiTrayToggleHotkeys_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayToggleHotkeys_Click(Object,EventArgs);0
ShareX.MainForm.UpdateToggleHotkeyButton();ShareX.MainForm.UpdateToggleHotkeyButton();0
ShareX.MainForm.tsmiVideoThumbnailer_Click(Object,EventArgs);ShareX.MainForm.tsmiVideoThumbnailer_Click(Object,EventArgs);0
ShareX.MainForm.timerTraySingleClick_Tick(Object,EventArgs);ShareX.MainForm.timerTraySingleClick_Tick(Object,EventArgs);3
ShareX.MainForm.tsmiScrollingCapture_Click(Object,EventArgs);ShareX.MainForm.tsmiScrollingCapture_Click(Object,EventArgs);0
ShareX.MainForm.tsmiImageCombiner_Click(Object,EventArgs);ShareX.MainForm.tsmiImageCombiner_Click(Object,EventArgs);0
ShareX.MainForm.ProcessCmdKey(Message,Keys);ShareX.MainForm.ProcessCmdKey(Message,Keys);0
ShareX.MainForm.tsmiHideColumns_Click(Object,EventArgs);ShareX.MainForm.tsmiHideColumns_Click(Object,EventArgs);0
ShareX.MainForm.cmsTray_Closed(Object,ToolStripDropDownClosedEventArgs);ShareX.MainForm.cmsTray_Closed(Object,ToolStripDropDownClosedEventArgs);0
ShareX.MainForm.tsmiTrayExit_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayExit_Click(Object,EventArgs);0
ShareX.MainForm.lvUploads_ItemDrag(Object,ItemDragEventArgs);ShareX.MainForm.lvUploads_ItemDrag(Object,ItemDragEventArgs);13
ShareX.MainForm.tsmiTextCapture_Click(Object,EventArgs);ShareX.MainForm.tsmiTextCapture_Click(Object,EventArgs);2
ShareX.MainForm.tsmiTrayTextCapture_Click(Object,EventArgs);ShareX.MainForm.tsmiTrayTextCapture_Click(Object,EventArgs);5
ShareX.MainForm.cmsTaskInfo_Closing(Object,ToolStripDropDownClosingEventArgs);ShareX.MainForm.cmsTaskInfo_Closing(Object,ToolStripDropDownClosingEventArgs);0
ShareX.MainForm.cmsTaskInfo_PreviewKeyDown(Object,PreviewKeyDownEventArgs);ShareX.MainForm.cmsTaskInfo_PreviewKeyDown(Object,PreviewKeyDownEventArgs);0
ShareX.MainForm.RunPuushTasks();ShareX.MainForm.RunPuushTasks();0
ShareX.MainForm.tsmiDownloadSelectedURL_Click(Object,EventArgs);ShareX.MainForm.tsmiDownloadSelectedURL_Click(Object,EventArgs);0
ShareX.MainForm.tsmiOCRImage_Click(Object,EventArgs);ShareX.MainForm.tsmiOCRImage_Click(Object,EventArgs);1
ShareX.MainForm.tsmiCombineImages_Click(Object,EventArgs);ShareX.MainForm.tsmiCombineImages_Click(Object,EventArgs);0
ShareX.MainForm.tsmiOpenActionsToolbar_Click(Object,EventArgs);ShareX.MainForm.tsmiOpenActionsToolbar_Click(Object,EventArgs);0
ShareX.MainForm.ForceClose();ShareX.MainForm.ForceClose();0
ShareX.MainForm.tsmiDeleteSelectedItem_Click(Object,EventArgs);ShareX.MainForm.tsmiDeleteSelectedItem_Click(Object,EventArgs);0
ShareX.MainForm.tsmiSearchImage_Click(Object,EventArgs);ShareX.MainForm.tsmiSearchImage_Click(Object,EventArgs);0
ShareX.MainForm.HideNews();ShareX.MainForm.HideNews();0
ShareX.MainForm.btnCloseNews_Click(Object,EventArgs);ShareX.MainForm.btnCloseNews_Click(Object,EventArgs);0
ShareX.MainForm.tsbNews_Click(Object,EventArgs);ShareX.MainForm.tsbNews_Click(Object,EventArgs);0
ShareX.MainForm.tsmiImageThumbnailer_Click(Object,EventArgs);ShareX.MainForm.tsmiImageThumbnailer_Click(Object,EventArgs);0
ShareX.MainForm.tsmiShortenURL_Click(Object,EventArgs);ShareX.MainForm.tsmiShortenURL_Click(Object,EventArgs);0
ShareX.MainForm.tsmiUploadText_Click(Object,EventArgs);ShareX.MainForm.tsmiUploadText_Click(Object,EventArgs);0
ShareX.MainForm.tsmiCopyMarkdownLinkedImage_Click(Object,EventArgs);ShareX.MainForm.tsmiCopyMarkdownLinkedImage_Click(Object,EventArgs);0
ShareX.MainForm.tsmiCopyMarkdownImage_Click(Object,EventArgs);ShareX.MainForm.tsmiCopyMarkdownImage_Click(Object,EventArgs);0
ShareX.MainForm.tsmiCopyMarkdownLink_Click(Object,EventArgs);ShareX.MainForm.tsmiCopyMarkdownLink_Click(Object,EventArgs);0
ShareX.MainForm.tsmiImagePreviewSide_Click(Object,EventArgs);ShareX.MainForm.tsmiImagePreviewSide_Click(Object,EventArgs);3
ShareX.MainForm.tsmiImagePreviewBottom_Click(Object,EventArgs);ShareX.MainForm.tsmiImagePreviewBottom_Click(Object,EventArgs);3
ShareX.MainForm.AfterTaskSettingsJobs();;1
ShareX.MainForm.tsmiShowCursor_Click(Object,EventArgs);;1
ShareX.MainForm.WndProc(Message);;7
ShareX.MainForm.lvUploads_ColumnWidthChanged(Object,ColumnWidthChangedEventArgs);;3
ShareX.MainForm.ConfigureAutoUpdate();;0
ShareX.MainForm.tsmiCopyImageDimensions_Click(Object,EventArgs);;0
ShareX.MainForm.tsmiScreenshotDelay0_Click(Object,EventArgs);;0
ShareX.MainForm.tsmiScreenshotDelay3_Click(Object,EventArgs);;0
ShareX.MainForm.tsmiScreenshotDelay2_Click(Object,EventArgs);;0
ShareX.MainForm.tsmiScreenshotDelay4_Click(Object,EventArgs);;0
ShareX.MainForm.SetScreenshotDelay(Decimal);;12
ShareX.MainForm.tsmiScreenshotDelay1_Click(Object,EventArgs);;0
ShareX.MainForm.tsmiScreenshotDelay5_Click(Object,EventArgs);;0
ShareX.MainForm.tsmiCustomUploaderSettings_Click(Object,EventArgs);;0
ShareX.MainForm.RemoveSelectedItems();;10
ShareX.MainForm.UpdateTaskViewMode();;2
ShareX.MainForm.TsmiSwitchTaskViewMode_Click(Object,EventArgs);;14
ShareX.MainForm.LblThumbnailViewTip_MouseUp(Object,MouseEventArgs);;4
ShareX.MainForm.tsmiClearList_Click(Object,EventArgs);;0
ShareX.MainForm.tsmiStopUpload_Click(Object,EventArgs);;0
ShareX.MainForm.UpdateTheme();;149
ShareX.MainForm.TsmiThumbnailTitleHide_Click(Object,EventArgs);;2
ShareX.MainForm.TtMain_Draw(Object,DrawToolTipEventArgs);;0
ShareX.MainForm.TsmiThumbnailTitleShow_Click(Object,EventArgs);;0
ShareX.MainForm.TsmiThumbnailTitleTop_Click(Object,EventArgs);;0
ShareX.MainForm.TsmiThumbnailTitleBottom_Click(Object,EventArgs);;0
ShareX.MainForm.UpdateActionsMenu(String);;11
ShareX.MainForm.TsbTwitter_Click(Object,EventArgs);;0
ShareX.MainForm.TsbBitcoin_Click(Object,EventArgs);;1
ShareX.MainForm.TsbPatreon_Click(Object,EventArgs);;1
ShareX.MainForm.TsbDiscord_Click(Object,EventArgs);;2
ShareX.MainForm.TsbGitHub_Click(Object,EventArgs);;0
ShareX.MainForm.TsmiImageSplitter_Click(Object,EventArgs);;0
ShareX.MainForm.ucTaskThumbnailView_SelectedPanelChanged(Object,EventArgs);;0
ShareX.MainForm.RemoveTasks(WorkerTask[]);;0
ShareX.MainForm.UcTaskView_ContextMenuRequested(Object,MouseEventArgs);;0
ShareX.MainForm.tsmiVideoConverter_Click(Object,EventArgs);;0
ShareX.MainForm.niTray_MouseUp(Object,MouseEventArgs);;0
ShareX.MainForm.tsmiAddImageEffects_Click(Object,EventArgs);;0
ShareX.MainForm.tsmiClipboardViewer_Click(Object,EventArgs);;0
ShareX.MainForm.TsmiTrayAfterCaptureTasks_DropDownOpening(Object,EventArgs);;0
ShareX.MainForm.UpdateImageEffectsMenu(ToolStripDropDownItem);;1
ShareX.MainForm.TsddbAfterCaptureTasks_DropDownOpening(Object,EventArgs);;0
ShareX.MainForm.InitializeControls();;6
ShareX.MainForm.foreach(ToolStripDropDownItemparentin);;0
ShareX.MainForm.foreach(ToolStripDropDownItemparentin);;0
ShareX.MainForm.tsmiRestartAsAdmin_Click(Object,EventArgs);;1
ShareX.MainForm.tsmiThumbnailSize_Click(Object,EventArgs);;0
ShareX.ScreenRecordForm.btnStart_MouseClick(Object,MouseEventArgs);ShareX.ScreenRecordForm.btnStart_MouseClick(Object,MouseEventArgs);0
ShareX.ScreenRecordForm.timerRefresh_Tick(Object,EventArgs);ShareX.ScreenRecordForm.timerRefresh_Tick(Object,EventArgs);0
ShareX.ScreenRecordForm.btnAbort_MouseClick(Object,MouseEventArgs);ShareX.ScreenRecordForm.btnAbort_MouseClick(Object,MouseEventArgs);5
ShareX.ScreenRecordForm.StartRecordingTimer();ShareX.ScreenRecordForm.StartRecordingTimer();0
ShareX.ScreenRecordForm.ChangeStateProgress(Int32);ShareX.ScreenRecordForm.ChangeStateProgress(Int32);2
ShareX.ScreenRecordForm.ScreenRegionForm_Shown(Object,EventArgs);ShareX.ScreenRecordForm.ScreenRegionForm_Shown(Object,EventArgs);0
ShareX.ScreenRecordForm.OnPaint(PaintEventArgs);ShareX.ScreenRecordForm.OnPaint(PaintEventArgs);0
ShareX.ScreenRecordForm.OnStopRequested();ShareX.ScreenRecordForm.OnStopRequested();0
ShareX.ScreenRecordForm.ScreenRecordForm(Rectangle,TaskSettings,Boolean,Single);ShareX.ScreenRecordForm.ScreenRecordForm(Rectangle,Boolean,Single);2
ShareX.ScreenRecordForm.UpdateTimer();ShareX.ScreenRecordForm.UpdateTimer();0
ShareX.ScreenRecordForm.ChangeState(ScreenRecordState);ShareX.ScreenRecordForm.ChangeState(ScreenRecordState);1
ShareX.ScreenRecordForm.StartCountdown(Int32);ShareX.ScreenRecordForm.StartCountdown(Int32);0
ShareX.ScreenRecordForm.StartStopRecording();ShareX.ScreenRecordForm.StartStopRecording();0
ShareX.ScreenRecordForm.AbortRecording();ShareX.ScreenRecordForm.AbortRecording();0
ShareX.ScreenRecordForm.Dispose(Boolean);ShareX.ScreenRecordForm.Dispose(Boolean);0
ShareX.ScreenRecordForm.ScreenRecordForm_FormClosed(Object,FormClosedEventArgs);ShareX.ScreenRecordForm.ScreenRecordForm_FormClosed(Object,FormClosedEventArgs);0
ShareX.TaskSettingsForm.Dispose(Boolean);ShareX.TaskSettingsForm.Dispose(Boolean);0
ShareX.TaskSettingsForm.InitializeComponent();ShareX.TaskSettingsForm.InitializeComponent();905
ShareX.TaskSettingsForm.UpdateDestinationStates();ShareX.TaskSettingsForm.UpdateDestinationStates();0
ShareX.TaskSettingsForm.SetEnumChecked(Enum,ToolStripDropDownItem[]);ShareX.TaskSettingsForm.SetEnumChecked(Enum,ToolStripDropDownItem[]);0
ShareX.TaskSettingsForm.SetMultiEnumCheckedContextMenu(Enum,ToolStripDropDown[]);ShareX.TaskSettingsForm.SetMultiEnumCheckedContextMenu(Enum,ToolStripDropDown[]);0
ShareX.TaskSettingsForm.EnableDisableToolStripMenuItems<T>(ToolStripDropDownItem[]);ShareX.TaskSettingsForm.EnableDisableToolStripMenuItems<T>(ToolStripDropDownItem[]);0
ShareX.TaskSettingsForm.UpdateTaskTabMenuNames();ShareX.TaskSettingsForm.UpdateUploaderMenuNames();2
ShareX.TaskSettingsForm.tbDescription_TextChanged(Object,EventArgs);ShareX.TaskSettingsForm.tbDescription_TextChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbUseDefaultAfterCaptureSettings_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbUseDefaultAfterCaptureSettings_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbUseDefaultAfterUploadSettings_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbUseDefaultAfterUploadSettings_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.chkUseDefaultGeneralSettings_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.chkUseDefaultGeneralSettings_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbPlaySoundAfterCapture_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbPlaySoundAfterCapture_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbPlaySoundAfterUpload_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbPlaySoundAfterUpload_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cboPopUpNotification_SelectedIndexChanged(Object,EventArgs);ShareX.TaskSettingsForm.cboPopUpNotification_SelectedIndexChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.chkUseDefaultImageSettings_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.chkUseDefaultImageSettings_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbImageFormat_SelectedIndexChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbImageFormat_SelectedIndexChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbImageGIFQuality_SelectedIndexChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbImageGIFQuality_SelectedIndexChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.nudImageAutoUseJPEGSize_ValueChanged(Object,EventArgs);ShareX.TaskSettingsForm.nudImageAutoUseJPEGSize_ValueChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.nudImageJPEGQuality_ValueChanged(Object,EventArgs);ShareX.TaskSettingsForm.nudImageJPEGQuality_ValueChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbImageEffectOnlyRegionCapture_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbImageEffectOnlyRegionCapture_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.chkShowImageEffectsWindowAfterCapture_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.chkShowImageEffectsWindowAfterCapture_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.btnImageEffects_Click(Object,EventArgs);ShareX.TaskSettingsForm.btnImageEffects_Click(Object,EventArgs);14
ShareX.TaskSettingsForm.chkUseDefaultCaptureSettings_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.chkUseDefaultCaptureSettings_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbCaptureAutoHideTaskbar_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbCaptureAutoHideTaskbar_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.nudScreenshotDelay_ValueChanged(Object,EventArgs);ShareX.TaskSettingsForm.nudScreenshotDelay_ValueChanged(Object,EventArgs);1
ShareX.TaskSettingsForm.nudCaptureShadowOffset_ValueChanged(Object,EventArgs);ShareX.TaskSettingsForm.nudCaptureShadowOffset_ValueChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbCaptureClientArea_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbCaptureClientArea_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbCaptureShadow_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbCaptureShadow_CheckedChanged(Object,EventArgs);1
ShareX.TaskSettingsForm.cbShowCursor_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbShowCursor_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbCaptureTransparent_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbCaptureTransparent_CheckedChanged(Object,EventArgs);1
ShareX.TaskSettingsForm.nudScreenRecordFPS_ValueChanged(Object,EventArgs);ShareX.TaskSettingsForm.nudScreenRecordFPS_ValueChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbScreenRecorderFixedDuration_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbScreenRecorderFixedDuration_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.nudScreenRecorderDuration_ValueChanged(Object,EventArgs);ShareX.TaskSettingsForm.nudScreenRecorderDuration_ValueChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.nudScreenRecorderStartDelay_ValueChanged(Object,EventArgs);ShareX.TaskSettingsForm.nudScreenRecorderStartDelay_ValueChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.chkUseDefaultActions_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.chkUseDefaultActions_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.btnActionsAdd_Click(Object,EventArgs);ShareX.TaskSettingsForm.btnActionsAdd_Click(Object,EventArgs);0
ShareX.TaskSettingsForm.AddFileAction(ExternalProgram);ShareX.TaskSettingsForm.AddFileAction(ExternalProgram);0
ShareX.TaskSettingsForm.btnActionsEdit_Click(Object,EventArgs);ShareX.TaskSettingsForm.btnActionsEdit_Click(Object,EventArgs);0
ShareX.TaskSettingsForm.btnActionsRemove_Click(Object,EventArgs);ShareX.TaskSettingsForm.btnActionsRemove_Click(Object,EventArgs);0
ShareX.TaskSettingsForm.lvActions_ItemChecked(Object,ItemCheckedEventArgs);ShareX.TaskSettingsForm.lvActions_ItemChecked(Object,ItemCheckedEventArgs);0
ShareX.TaskSettingsForm.cbWatchFolderEnabled_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbWatchFolderEnabled_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.btnWatchFolderAdd_Click(Object,EventArgs);ShareX.TaskSettingsForm.btnWatchFolderAdd_Click(Object,EventArgs);0
ShareX.TaskSettingsForm.WatchFolderAdd(WatchFolderSettings);ShareX.TaskSettingsForm.WatchFolderAdd(WatchFolderSettings);1
ShareX.TaskSettingsForm.btnWatchFolderRemove_Click(Object,EventArgs);ShareX.TaskSettingsForm.btnWatchFolderRemove_Click(Object,EventArgs);0
ShareX.TaskSettingsForm.chkUseDefaultUploadSettings_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.chkUseDefaultUploadSettings_CheckedChanged(Object,EventArgs);0
ShareX.TaskSettingsForm.cbFileUploadUseNamePattern_CheckedChanged(Object,EventArgs);ShareX.TaskSettingsForm.cbFileUploadUseNamePattern_CheckedChanged(Object,EventArgs);1
ShareX.TaskSettingsForm.txtNameFormatPatternActiveWindow_TextChanged(Object,EventArgs);ShareX.TaskSettingsForm.txtNameFormatPatternActiveWindow_TextChanged(Object,EventArgs);1
ShareX.TaskSettingsForm.btnAutoIncrementNumber_Click(Object,EventArgs);ShareX.TaskSettingsForm.btnResetAutoIncrementNumber_Click(Object,EventArgs);2
ShareX.TaskSettingsForm.txtNameFormatPattern_TextChanged(Object,EventArgs);ShareX.TaskSettingsForm.txtNameFormatPattern_TextChanged(Object,EventArgs);2
